#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab),year
1795,Mississippi,MS,01,H6MS01107,,Joe,Forsythe Jr.,"Forsythe Jr., Joe",,DEM,"1,740",15.53%,,,,,,,,,,2006
1796,Mississippi,MS,01,,,,,,Party Votes:,DEM,"11,201",,"7,509",,,,,,,,,2006
1797,Mississippi,MS,01,,,,,,District Votes:,,"11,201",,"7,509",,"144,272",,,,,,,2006
1798,Mississippi,MS,02,H4MS02068,(I),Bennie G. ,Thompson,"Thompson, Bennie G. ",,DEM,"58,941",64.35%,,,"100,160",64.27%,,,,,,2006
1799,Mississippi,MS,02,H6MS02139,,Chuck ,Espy,"Espy, Chuck ",,DEM,"31,906",34.84%,,,,,,,,,,2006
1800,Mississippi,MS,02,H8MS02044,,"Dorothy ""Dot""",Benford,"Benford, Dorothy ""Dot""",,DEM,743,0.81%,,,,,,,,,,2006
1801,Mississippi,MS,02,,,,,,Party Votes:,DEM,"91,590",,,,,,,,,,,2006
1802,Mississippi,MS,02,H6MS02147,,Yvonne R.,Brown,"Brown, Yvonne R.",,REP,Unopposed,,,,"55,672",35.73%,,,,,,2006
1803,Mississippi,MS,02,,,,,,District Votes:,,"91,590",,,,"155,832",,,,,,,2006
1804,Mississippi,MS,03,H6MS03046,(I),Chip,Pickering,"Pickering, Chip",,REP,Unopposed,,,,"125,421",77.67%,,,,,,2006
1805,Mississippi,MS,03,H2MS03086,,Jim,Giles,"Giles, Jim",,IND,n/a,,,,"25,999",16.10%,,,,,,2006
1806,Mississippi,MS,03,H4MS03025,,Lamonica L.,Magee,"Magee, Lamonica L.",,REF,n/a,,,,"10,060",6.23%,,,,,,2006
1807,Mississippi,MS,03,,,,,,District Votes:,,,,,,"161,480",,,,,,,2006
1808,Mississippi,MS,04,H8MS05047,(I),Gene,Taylor,"Taylor, Gene",,DEM,"6,761",99.88%,,,"110,996",79.79%,,,,,,2006
1809,Mississippi,MS,04,,,,Scattered,Scattered,,W(DEM),8,0.12%,,,,,,,,,,2006
1810,Mississippi,MS,04,,,,,,Party Votes:,DEM,"6,769",,,,,,,,,,,2006
1811,Mississippi,MS,04,H6MS04176,,Randy ,McDonnell,"McDonnell, Randy ",,REP,Unopposed,,,,"28,117",20.21%,,,,,,2006
1812,Mississippi,MS,04,,,,,,District Votes:,,"6,769",,,,"139,113",,,,,,,2006
1813,Mississippi,MS,H,,,,,,House Votes:,,"109,560",,"7,509",,"600,697",,,,,,,2006
1814,Missouri,MO,S,S6MO00305,,Claire,McCaskill,"McCaskill, Claire",,DEM ,"282,767",80.80%,,,"1,055,255",49.58%,,,,,,2006
1815,Missouri,MO,S,S6MO00313,,Bill Clinton,Young,"Young, Bill Clinton",,DEM,"67,173",19.20%,,,,,,,,,,2006
1816,Missouri,MO,S,,,,,,Party Votes:,DEM,"349,940",,,,,,,,,,,2006
1817,Missouri,MO,S,S2MO00353,(I),Jim,Talent,"Talent, Jim",,REP,"289,573",88.89%,,,"1,006,941",47.31%,,,,,,2006
1818,Missouri,MO,S,S2MO00379,,Scott,Babbitt,"Babbitt, Scott",,REP,"13,189",4.05%,,,,,,,,,,2006
1819,Missouri,MO,S,S6MO00214,,Joyce P.,Lea,"Lea, Joyce P.",,REP,"11,705",3.59%,,,,,,,,,,2006
1820,Missouri,MO,S,S6MO00339,,"Isaiah, Jr.",Hair,"Hair, Isaiah, Jr.",,REP,"6,415",1.97%,,,,,,,,,,2006
1821,Missouri,MO,S,S6MO00321,,Roxie L.,Fausnaught,"Fausnaught, Roxie L.",,REP,"4,900",1.50%,,,,,,,,,,2006
1822,Missouri,MO,S,,,,,,Party Votes:,REP,"325,782",,,,,,,,,,,2006
1823,Missouri,MO,S,S6MO00347,,Frank,Gilmour,"Gilmour, Frank",,LBT,"1,693",100.00%,,,"47,792",2.25%,,,,,,2006
1824,Missouri,MO,S,,,,,,Party Votes:,LBT,"1,693",,,,,,,,,,,2006
1825,Missouri,MO,S,S6MO00354,,Lydia,Lewis,"Lewis, Lydia",,PRO,,,,,"18,383",0.86%,,,,,,2006
1826,Missouri,MO,S,,,Don,Barrett,"Barrett, Don",,W,,,,,72,0.00%,,,,,,2006
1827,Missouri,MO,S,,,Arthur W.,Shortland,"Shortland, Arthur W.",,W,,,,,16,0.00%,,,,,,2006
1828,Missouri,MO,S,,,,,,Senate Votes:,,"677,415",,,,"2,128,459",,,,,,,2006
1829,Missouri,MO,01,H0MO01066,(I),Lacy,Clay,"Clay, Lacy",,DEM,"33,358",100.00%,,,"141,574",72.89%,,,,,,2006
1830,Missouri,MO,01,,,,,,Party Votes:,DEM,"33,358",,,,,,,,,,,2006
1831,Missouri,MO,01,H6MO01220,,Mark J.,Byrne,"Byrne, Mark J.",,REP,"6,822",72.45%,,,"47,893",24.66%,,,,,,2006
1832,Missouri,MO,01,H4MO01084,,"Leslie La Vantres, II",Farr,"Farr, Leslie La Vantres, II",,REP,"1,388",14.74%,,,,,,,,,,2006
1833,Missouri,MO,01,H6MO01238,,Lou,Mansfield,"Mansfield, Lou",,REP,"1,206",12.81%,,,,,,,,,,2006
1834,Missouri,MO,01,,,,,,Party Votes:,REP,"9,416",,,,,,,,,,,2006
1835,Missouri,MO,01,H6MO01246,,Robb E.,Cunningham,"Cunningham, Robb E.",,LBT,117,100.00%,,,"4,768",2.45%,,,,,,2006
1836,Missouri,MO,01,,,,,,Party Votes:,LBT,117,,,,,,,,,,,2006
1837,Missouri,MO,01,,,,,,District Votes:,,"42,891",,,,"194,235",,,,,,,2006
1838,Missouri,MO,02,H0MO02148,(I),Todd,Akin,"Akin, Todd",,REP,"41,464",88.11%,,,"176,452",61.35%,,,,,,2006
1839,Missouri,MO,02,H6MO02244,,Sherman,Parker,"Parker, Sherman",,REP,"5,597",11.89%,,,,,,,,,,2006
1840,Missouri,MO,02,,,,,,Party Votes:,REP,"47,061",,,,,,,,,,,2006
1841,Missouri,MO,02,H6MO02285,,George D.,Weber,"Weber, George D.",,DEM,"6,973",29.64%,,,"105,242",36.59%,,,,,,2006
1842,Missouri,MO,02,H6MO02277,,Charles,Karam,"Karam, Charles",,DEM,"6,327",26.90%,,,,,,,,,,2006
1843,Missouri,MO,02,H6MO02251,,Rich,Lesh,"Lesh, Rich",,DEM,"5,646",24.00%,,,,,,,,,,2006
1844,Missouri,MO,02,H2MO02086,,John,Hogan,"Hogan, John",,DEM,"4,576",19.45%,,,,,,,,,,2006
1845,Missouri,MO,02,,,,,,Party Votes:,DEM,"23,522",,,,,,,,,,,2006
1846,Missouri,MO,02,H6MO02293,,Tamara A.,Millay,"Millay, Tamara A.",,LBT,215,100.00%,,,"5,923",2.06%,,,,,,2006
1847,Missouri,MO,02,,,,,,Party Votes:,LBT,215,,,,,,,,,,,2006
1848,Missouri,MO,02,,,,,,District Votes:,,"70,798",,,,"287,617",,,,,,,2006
1849,Missouri,MO,03,H0MO00019,(I),Russ,Carnahan,"Carnahan, Russ",,DEM,"37,200",76.36%,,,"145,219",65.58%,,,,,,2006
1850,Missouri,MO,03,H6MO03101,,Jim,Frisella,"Frisella, Jim",,DEM,"11,517",23.64%,,,,,,,,,,2006
1851,Missouri,MO,03,,,,,,Party Votes:,DEM,"48,717",,,,,,,,,,,2006
1852,Missouri,MO,03,H6MO03291,,David,Bertelsen,"Bertelsen, David",,REP,"11,890",100.00%,,,"70,189",31.70%,,,,,,2006
1853,Missouri,MO,03,,,,,,Party Votes:,REP,"11,890",,,,,,,,,,,2006
1854,Missouri,MO,03,H6MO03309,,R.,Christophel,"Christophel, R.",,LBT,195,100.00%,,,"4,213",1.90%,,,,,,2006
1855,Missouri,MO,03,,,,,,Party Votes:,LBT,195,,,,,,,,,,,2006
1856,Missouri,MO,03,H6MO03317,,David,Sladky,"Sladky, David",,PRO,,,,,"1,827",0.83%,,,,,,2006
1857,Missouri,MO,03,,,,,,District Votes:,,"60,802",,,,"221,448",,,,,,,2006
1858,Missouri,MO,04,H6MO04141,(I),Ike,Skelton,"Skelton, Ike",,DEM,"36,799",100.00%,,,"159,303",67.64%,,,,,,2006
1859,Missouri,MO,04,,,,,,Party Votes:,DEM,"36,799",,,,,,,,,,,2006
1860,Missouri,MO,04,H4MO04054,,James A. (Jim),Noland,"Noland, James A. (Jim)",,REP,"22,233",49.70%,,,"69,254",29.40%,,,,,,2006
1861,Missouri,MO,04,H6MO04174,,Alan,Conner,"Conner, Alan",,REP,"12,114",27.08%,,,,,,,,,,2006
1862,Missouri,MO,04,H4MO04088,,Jeff,Parnell,"Parnell, Jeff",,REP,"5,781",12.92%,,,,,,,,,,2006
1863,Missouri,MO,04,H6MO04182,,"Lloyd D., Sr.",Sanders,"Sanders, Lloyd D., Sr.",,REP,"4,605",10.29%,,,,,,,,,,2006
1864,Missouri,MO,04,,,,,,Party Votes:,REP,"44,733",,,,,,,,,,,2006
1865,Missouri,MO,04,H6MO04190,,Bryce A.,Holthouse,"Holthouse, Bryce A.",,LBT,170,100.00%,,,"4,479",1.90%,,,,,,2006
1866,Missouri,MO,04,,,,,,Party Votes:,LBT,170,,,,,,,,,,,2006
1867,Missouri,MO,04,H6MO04208,,Melinda (Mel),Ivey,"Ivey, Melinda (Mel)",,PRO,,,,,"2,459",1.04%,,,,,,2006
1868,Missouri,MO,04,,,Jerry L.,Palmer,"Palmer, Jerry L.",,W,,,,,30,0.01%,,,,,,2006
1869,Missouri,MO,04,,,,,,District Votes:,,"81,702",,,,"235,525",,,,,,,2006
1870,Missouri,MO,05,H4MO05234,(I),"Emanuel, II",Cleaver,"Cleaver, Emanuel, II",,DEM,"38,734",100.00%,,,"136,149",64.25%,,,,,,2006
1871,Missouri,MO,05,,,,,,Party Votes:,DEM,"38,734",,,,,,,,,,,2006
1872,Missouri,MO,05,H6MO05189,,Jacob,Turk,"Turk, Jacob",,REP,"14,186",100.00%,,,"68,456",32.30%,,,,,,2006
1873,Missouri,MO,05,,,,,,Party Votes:,REP,"14,186",,,,,,,,,,,2006
1874,Missouri,MO,05,H6MO05197,,Randall David (Randy),Langkraehr,"Langkraehr, Randall David (Randy)",,LBT,189,100.00%,,,"7,314",3.45%,,,,,,2006
1875,Missouri,MO,05,,,,,,Party Votes:,LBT,189,,,,,,,,,,,2006
1876,Missouri,MO,05,,,,,,District Votes:,,"53,109",,,,"211,919",,,,,,,2006
1877,Missouri,MO,06,H0MO06073,(I),Sam,Graves,"Graves, Sam",,REP,"33,129",100.00%,,,"150,882",61.64%,,,,,,2006
1878,Missouri,MO,06,,,,,,Party Votes:,REP,"33,129",,,,,,,,,,,2006
1879,Missouri,MO,06,H6MO06187,,Sara Jo,Shettles,"Shettles, Sara Jo",,DEM,"29,473",100.00%,,,"87,477",35.73%,,,,,,2006
1880,Missouri,MO,06,,,,,,Party Votes:,DEM,"29,473",,,,,,,,,,,2006
1881,Missouri,MO,06,H2MO06178,,Erik,Buck,"Buck, Erik",,LBT,167,100.00%,,,"4,757",1.94%,,,,,,2006
1882,Missouri,MO,06,,,,,,Party Votes:,LBT,167,,,,,,,,,,,2006
1883,Missouri,MO,06,H6MO06195,,Shirley A. ,Yurkonis,"Yurkonis, Shirley A. ",,PRO,,,,,"1,679",0.69%,,,,,,2006
1884,Missouri,MO,06,,,,,,District Votes:,,"62,769",,,,"244,795",,,,,,,2006
1885,Missouri,MO,07,H6MO07128,(I),Roy,Blunt,"Blunt, Roy",,REP,"47,758",79.93%,,,"160,942",66.75%,,,,,,2006
1886,Missouri,MO,07,H6MO07185,,Clendon L.,Kinder,"Kinder, Clendon L.",,REP,"5,197",8.70%,,,,,,,,,,2006
1887,Missouri,MO,07,H6MO07193,,Midge,Potts,"Potts, Midge",,REP,"4,294",7.19%,,,,,,,,,,2006
1888,Missouri,MO,07,H6MO07077,,"Bernard F., Jr.",Kennetz,"Kennetz, Bernard F., Jr.",,REP,"2,498",4.18%,,,,,,,,,,2006
1889,Missouri,MO,07,,,,,,Party Votes:,REP,"59,747",,,,,,,,,,,2006
1890,Missouri,MO,07,H6MO07169,,Jack,Truman,"Truman, Jack",,DEM,"6,896",45.86%,,,"72,592",30.11%,,,,,,2006
1891,Missouri,MO,07,H0MO07097,,Ron,Lapham,"Lapham, Ron",,DEM,"4,370",29.06%,,,,,,,,,,2006
1892,Missouri,MO,07,H0MO07089,,Charles,Christrup,"Christrup, Charles",,DEM,"3,772",25.08%,,,,,,,,,,2006
1893,Missouri,MO,07,,,,,,Party Votes:,DEM,"15,038",,,,,,,,,,,2006
1894,Missouri,MO,07,H4MO07107,,Kevin,Craig,"Craig, Kevin",,LBT,224,100.00%,,,"7,566",3.14%,,,,,,2006
1895,Missouri,MO,07,,,,,,Party Votes:,LBT,224,,,,,,,,,,,2006
1896,Missouri,MO,07,H4MO07107,,Glenn,Miller,"Miller, Glenn",,W,,,,,23,0.01%,,,,,,2006
1897,Missouri,MO,07,,,,,,District Votes:,,"75,009",,,,"241,123",,,,,,,2006
1898,Missouri,MO,08,H6MO08084,(I),Jo Ann,Emerson,"Emerson, Jo Ann",,REP,"43,527",100.00%,,,"156,164",71.64%,,,,,,2006
1899,Missouri,MO,08,,,,,,Party Votes:,REP,"43,527",,,,,,,,,,,2006
1900,Missouri,MO,08,H6MO08100,,Veronica J.,Hambacker,"Hambacker, Veronica J.",,DEM,"15,279",39.54%,,,"57,557",26.40%,,,,,,2006
1901,Missouri,MO,08,H4MO08071,,Gene,Curtis,"Curtis, Gene",,DEM,"13,305",34.44%,,,,,,,,,,2006
1902,Missouri,MO,08,H2MO08042,,E. Earl,Durnell,"Durnell, E. Earl",,DEM,"10,053",26.02%,,,,,,,,,,2006
1903,Missouri,MO,08,,,,,,Party Votes:,DEM,"38,637",,,,,,,,,,,2006
1904,Missouri,MO,08,H6MO08118,,Branden C.,McCullough,"McCullough, Branden C.",,LBT,155,100.00%,,,"4,268",1.96%,,,,,,2006
1905,Missouri,MO,08,,,,,,Party Votes:,LBT,155,,,,,,,,,,,2006
1906,Missouri,MO,08,,,,,,District Votes:,,"82,319",,,,"217,989",,,,,,,2006
1907,Missouri,MO,09,H4MO09046,(I),Kenny C.,Hulshof,"Hulshof, Kenny C.",,REP,"36,026",100.00%,,,"149,114",61.45%,,,,,,2006
1908,Missouri,MO,09,,,,,,Party Votes:,REP,"36,026",,,,,,,,,,,2006
1909,Missouri,MO,09,H2MO09099,,Duane N.,Burghard,"Burghard, Duane N.",,DEM,"38,426",100.00%,,,"87,145",35.91%,,,,,,2006
1910,Missouri,MO,09,,,,,,Party Votes:,DEM,"38,426",,,,,,,,,,,2006
1911,Missouri,MO,09,H6MO09223,,Steven R.,Hedrick,"Hedrick, Steven R.",,LBT,247,100.00%,,,"3,925",1.62%,,,,,,2006
1912,Missouri,MO,09,,,,,,Party Votes:,LBT,247,,,,,,,,,,,2006
1913,Missouri,MO,09,H6MO09231,,Bill,Hastings,"Hastings, Bill",,PRO,,,,,"2,487",1.02%,,,,,,2006
1914,Missouri,MO,09,,,,,,District Votes:,,"74,699",,,,"242,671",,,,,,,2006
1915,Missouri,MO,H,,,,,,House Votes:,,"604,098",,,,"2,097,322",,,,,,,2006
1916,Montana,MT,S,S6MT00162,,Jon,Tester,"Tester, Jon",,DEM,"65,757",60.77%,,,"199,845",49.16%,,,,,,2006
1917,Montana,MT,S,S6MT00147,,John ,Morrison,"Morrison, John ",,DEM,"38,394",35.48%,,,,,,,,,,2006
1918,Montana,MT,S,S6MT00170,,Paul ,Richards,"Richards, Paul ",,DEM,"1,636",1.51%,,,,,,,,,,2006
1919,Montana,MT,S,S6MT00188,,Robert,Candee,"Candee, Robert",,DEM,"1,471",1.36%,,,,,,,,,,2006
1920,Montana,MT,S,S6MT00196,,Kenneth A.,Marcure,"Marcure, Kenneth A.",,DEM,940,0.87%,,,,,,,,,,2006
1921,Montana,MT,S,,,,,,Party Votes:,DEM,"108,198",,,,,,,,,,,2006
1922,Montana,MT,S,S8MT00119,(I),Conrad,Burns,"Burns, Conrad",,REP,"70,434",72.26%,,,"196,283",48.29%,,,,,,2006
1923,Montana,MT,S,S6MT00204,,Bob,Keenan,"Keenan, Bob",,REP,"21,754",22.32%,,,,,,,,,,2006
1924,Montana,MT,S,S6MT00212,,Bob,Kelleher,"Kelleher, Bob",,REP,"4,082",4.19%,,,,,,,,,,2006
1925,Montana,MT,S,S6MT00220,,Daniel Lloyd,Neste Huffman,"Neste Huffman, Daniel Lloyd",,REP,"1,203",1.23%,,,,,,,,,,2006
1926,Montana,MT,S,,,,,,Party Votes:,REP,"97,473",,,,,,,,,,,2006
1927,Montana,MT,S,S2MT00088,,Stan,Jones,"Jones, Stan",,LBT,,,,,"10,377",2.55%,,,,,,2006
1928,Montana,MT,S,,,,,,Senate Votes:,,"205,671",,,,"406,505",,,,,,,2006
1929,Montana,MT,00,H0MT00033,(I),Denny,Rehberg,"Rehberg, Denny",,REP,"91,836",100.00%,,,"239,124",58.88%,,,,,,2006
1930,Montana,MT,00,,,,,,Party Votes:,REP,"91,836",,,,,,,,,,,2006
1931,Montana,MT,00,H6MT00063,,Monica J.,Lindeen,"Lindeen, Monica J.",,DEM,"66,364",71.09%,,,"158,916",39.13%,,,,,,2006
1932,Montana,MT,00,H6MT00071,,Eric Jon,Gunderson,"Gunderson, Eric Jon",,DEM,"26,990",28.91%,,,,,,,,,,2006
1933,Montana,MT,00,,,,,,Party Votes:,DEM,"93,354",,,,,,,,,,,2006
1934,Montana,MT,00,H8MT01141,,Mike,Fellows,"Fellows, Mike",,LBT,,,,,"8,085",1.99%,,,,,,2006
1935,Montana,MT,00,H8MT01141,,Walter Michael,Wlaysewski,"Wlaysewski, Walter Michael",,W,,,,,9,0.00%,,,,,,2006
1936,Montana,MT,00,,,,,,District Votes:,,"185,190",,,,"406,134",,,,,,,2006
1937,Montana,MT,H,,,,,,House Votes:,,"185,190",,,,"406,134",,,,,,,2006
1938,Nebraska,NE,S,S6NE00095,(I),Ben,Nelson,"Nelson, Ben",,DEM,"91,592",100.00%,,,"378,388",63.88%,,,,,,2006
1939,Nebraska,NE,S,,,,,,Party Votes:,DEM,"91,592",,,,,,,,,,,2006
1940,Nebraska,NE,S,S6NE00095,(I),Ben,Nelson,"Nelson, Ben",,N(DEM),909,100.00%,,,,,,,,,,2006
1941,Nebraska,NE,S,,,,,,Party Votes:,N(DEM),909,,,,,,,,,,,2006
1942,Nebraska,NE,S,S6NE00129,,Pete,Ricketts,"Ricketts, Pete",,REP,"127,795",48.07%,,,"213,928",36.12%,,,,,,2006
1943,Nebraska,NE,S,S6NE00079,,Don,Stenberg,"Stenberg, Don",,REP,"95,101",35.77%,,,,,,,,,,2006
1944,Nebraska,NE,S,H6NE03107,,David J.,Kramer,"Kramer, David J.",,REP,"42,954",16.16%,,,,,,,,,,2006
1945,Nebraska,NE,S,,,,,,Party Votes:,REP,"265,850",,,,,,,,,,,2006
1946,Nebraska,NE,S,S6NE00129,,Pete,Ricketts,"Ricketts, Pete",,N(REP),"1,848",45.03%,,,,,,,,,,2006
1947,Nebraska,NE,S,S6NE00079,,Don,Stenberg,"Stenberg, Don",,N(REP),"1,395",33.99%,,,,,,,,,,2006
1948,Nebraska,NE,S,H6NE03107,,David J.,Kramer,"Kramer, David J.",,N(REP),861,20.98%,,,,,,,,,,2006
1949,Nebraska,NE,S,,,,,,Party Votes:,N(REP),"4,104",,,,,,,,,,,2006
1950,Nebraska,NE,S,,,,,,Senate Votes:,,"362,455",,,,"592,316",,,,,,,2006
1951,Nebraska,NE,01,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,REP,"78,960",100.00%,,,"121,015",58.36%,,,,,,2006
1952,Nebraska,NE,01,,,,,,Party Votes:,REP,"78,960",,,,,,,,,,,2006
1953,Nebraska,NE,01,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,N(REP),"2,228",100.00%,,,,,,,,,,2006
1954,Nebraska,NE,01,,,,,,Party Votes:,N(REP),"2,228",,,,,,,,,,,2006
1955,Nebraska,NE,01,H6NE01093,,Maxine B.,Moul,"Moul, Maxine B.",,DEM,"22,818",70.97%,,,"86,360",41.64%,,,,,,2006
1956,Nebraska,NE,01,H6NE01101,,James,Wilson,"Wilson, James",,DEM,"9,332",29.03%,,,,,,,,,,2006
1957,Nebraska,NE,01,,,,,,Party Votes:,DEM,"32,150",,,,,,,,,,,2006
1958,Nebraska,NE,01,H6NE01093,,Maxine B.,Moul,"Moul, Maxine B.",,N(DEM),520,72.63%,,,,,,,,,,2006
1959,Nebraska,NE,01,H6NE01101,,James,Wilson,"Wilson, James",,N(DEM),196,27.37%,,,,,,,,,,2006
1960,Nebraska,NE,01,,,,,,Party Votes:,N(DEM),716,,,,,,,,,,,2006
1961,Nebraska,NE,01,,,,,,District Votes:,,"114,054",,,,"207,375",,,,,,,2006
1962,Nebraska,NE,02,H8NE02139,(I),Lee,Terry,"Terry, Lee",,REP,"52,807",83.64%,,,"99,475",54.66%,,,,,,2006
1963,Nebraska,NE,02,H8NE02204,,Steven,Laird,"Laird, Steven",,REP,"10,329",16.36%,,,,,,,,,,2006
1964,Nebraska,NE,02,,,,,,Party Votes:,REP,"63,136",,,,,,,,,,,2006
1965,Nebraska,NE,02,H8NE02139,(I),Lee,Terry,"Terry, Lee",,N(REP),83,61.94%,,,,,,,,,,2006
1966,Nebraska,NE,02,H8NE02204,,Steven,Laird,"Laird, Steven",,N(REP),51,38.06%,,,,,,,,,,2006
1967,Nebraska,NE,02,,,,,,Party Votes:,N(REP),134,,,,,,,,,,,2006
1968,Nebraska,NE,02,H6NE02117,,Jim,Esch,"Esch, Jim",,DEM,"21,321",100.00%,,,"82,504",45.34%,,,,,,2006
1969,Nebraska,NE,02,,,,,,Party Votes:,DEM,"21,321",,,,,,,,,,,2006
1970,Nebraska,NE,02,H6NE02117,,Jim,Esch,"Esch, Jim",,N(DEM),31,100.00%,,,,,,,,,,2006
1971,Nebraska,NE,02,,,,,,Party Votes:,N(DEM),31,,,,,,,,,,,2006
1972,Nebraska,NE,02,,,,,,District Votes:,,"84,622",,,,"181,979",,,,,,,2006
1973,Nebraska,NE,03,H6NE03115,,Adrian,Smith,"Smith, Adrian",,REP,"42,010",39.59%,,,"113,687",54.99%,,,,,,2006
1974,Nebraska,NE,03,H6NE03107,,John,Hanson,"Hanson, John",,REP,"30,349",28.60%,,,,,,,,,,2006
1975,Nebraska,NE,03,H6NE03123,,Jay,Vavricek,"Vavricek, Jay",,REP,"28,844",27.18%,,,,,,,,,,2006
1976,Nebraska,NE,03,H6NE03099,,David,Harris,"Harris, David",,REP,"2,912",2.74%,,,,,,,,,,2006
1977,Nebraska,NE,03,H6NE03149,,Douglas,Polk,"Polk, Douglas",,REP,"2,001",1.89%,,,,,,,,,,2006
1978,Nebraska,NE,03,,,,,,Party Votes:,REP,"106,116",,,,,,,,,,,2006
1979,Nebraska,NE,03,H6NE03123,,Jay,Vavricek,"Vavricek, Jay",,N(REP),380,48.66%,,,,,,,,,,2006
1980,Nebraska,NE,03,H6NE03115,,Adrian,Smith,"Smith, Adrian",,N(REP),208,26.63%,,,,,,,,,,2006
1981,Nebraska,NE,03,H6NE03107,,John,Hanson,"Hanson, John",,N(REP),152,19.46%,,,,,,,,,,2006
1982,Nebraska,NE,03,H6NE03099,,David,Harris,"Harris, David",,N(REP),22,2.82%,,,,,,,,,,2006
1983,Nebraska,NE,03,H6NE03149,,Douglas,Polk,"Polk, Douglas",,N(REP),19,2.43%,,,,,,,,,,2006
1984,Nebraska,NE,03,,,,,,Party Votes:,N(REP),781,,,,,,,,,,,2006
1985,Nebraska,NE,03,H6NE03131,,Scott,Kleeb,"Kleeb, Scott",,DEM,"23,777",100.00%,,,"93,046",45.01%,,,,,,2006
1986,Nebraska,NE,03,,,,,,Party Votes:,DEM,"23,777",,,,,,,,,,,2006
1987,Nebraska,NE,03,H6NE03131,,Scott,Kleeb,"Kleeb, Scott",,N(DEM),152,100.00%,,,,,,,,,,2006
1988,Nebraska,NE,03,,,,,,Party Votes:,N(DEM),152,,,,,,,,,,,2006
1989,Nebraska,NE,03,,,,,,District Votes:,,"130,826",,,,"206,733",,,,,,,2006
1990,Nebraska,NE,H,,,,,,House Votes:,,"329,502",,,,"596,087",,,,,,,2006
1991,Nevada,NV,S,S8NV00073,(I),John,Ensign,"Ensign, John",,REP,"127,023",90.46%,,,"322,501",55.36%,,,,,,2006
1992,Nevada,NV,S,S6NV00168,,"Edward ""Fast Eddie""",Hamilton,"Hamilton, Edward ""Fast Eddie""",,REP,"6,649",4.73%,,,,,,,,,,2006
1993,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,REP,"6,754",4.81%,,,,,,,,,,2006
1994,Nevada,NV,S,,,,,,Party Votes:,,"140,426",,,,,,,,,,,2006
1995,Nevada,NV,S,S6NV00150,,Jack,Carter,"Carter, Jack",,DEM,"92,270",78.30%,,,"238,796",40.99%,,,,,,2006
1996,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,DEM,"14,425",12.24%,,,,,,,,,,2006
1997,Nevada,NV,S,S6NV00184,,Ruby Jee,Tun,"Tun, Ruby Jee",,DEM,"11,147",9.46%,,,,,,,,,,2006
1998,Nevada,NV,S,,,,,,Party Votes:,DEM,"117,842",,,,,,,,,,,2006
1999,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,,,,,,"8,232",1.41%,,,,,,2006
2000,Nevada,NV,S,S4NV00221,,David K.,Schumann,"Schumann, David K.",,IAP,,,,,"7,774",1.33%,,,,,15,2006
2001,Nevada,NV,S,S6NV00176,,Brendan,Trainor,"Trainor, Brendan",,LBT,,,,,"5,269",0.90%,,,,,15,2006
2002,Nevada,NV,S,,,,,,Senate Votes:,,"258,268",,,,"582,572",,,,,,,2006
2003,Nevada,NV,01,H8NV01071,(I),Shelley,Berkley,"Berkley, Shelley",,DEM,"29,655",90.08%,,,"85,025",64.84%,,,,,,2006
2004,Nevada,NV,01,H6NV01174,,"Asimo Sondra ""Silver""",Lawlor,"Lawlor, Asimo Sondra ""Silver""",,DEM,"3,267",9.92%,,,,,,,,,,2006
2005,Nevada,NV,01,,,,,,Party Votes:,DEM,"32,922",,,,,,,,,,,2006
2006,Nevada,NV,01,H6NV01158,,Kenneth,Wegner,"Wegner, Kenneth",,REP,"10,615",51.24%,,,"40,917",31.20%,,,,,,2006
2007,Nevada,NV,01,H4NV01112,,Russ,Mickelson,"Mickelson, Russ",,REP,"7,907",38.17%,,,,,,,,,,2006
2008,Nevada,NV,01,H6NV01182,,Michael Ace,Monroe,"Monroe, Michael Ace",,REP,"2,193",10.59%,,,,,,,,,,2006
2009,Nevada,NV,01,,,,,,Party Votes:,REP,"20,715",,,,,,,,,,,2006
2010,Nevada,NV,01,H4NV01138,,Jim,Duensing,"Duensing, Jim",,LBT,*,,,,"2,843",2.17%,,,,,15,2006
2011,Nevada,NV,01,H6NV01166,,Darnell,Roberts,"Roberts, Darnell",,IAP,*,,,,"2,339",1.78%,,,,,15,2006
2012,Nevada,NV,01,,,,,,District Votes:,,"53,637",,,,"131,124",,,,,,,2006
2013,Nevada,NV,02,H6NV02164,,Dean,Heller,"Heller, Dean",,REP,"24,770",35.90%,,,"117,168",50.35%,,,,,,2006
2014,Nevada,NV,02,H6NV02172,,Sharron E.,Angle,"Angle, Sharron E.",,REP,"24,349",35.29%,,,,,,,,,,2006
