state_abbreviation,district,fec_id,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,year,blank,total_votes
MI,15,H8MI15099,,R,11160,,81802,,,2008,,92962
MI,15,H6MI15218,,GRE,,,7082,,,2008,,7082
MI,15,H2MI15092,,LBT,,,4002,,,2008,,4002
MI,15,H8MI15107,,UST,,,3157,,,2008,,3157
MI,15,,,,62466,,327827,,,2008,,390293
MI,H,,,,1075931,,4810690,,,2008,,5886621
MI,S,S8MI00158,(I),D,561676,,3038386,,W,2008,,3600062
MI,S,,,D,561676,,,,,2008,,561676
MI,S,S8MI00299,,R,495467,,1641070,,,2008,,2136537
MI,S,,,R,495467,,,,,2008,,495467
MI,S,S8MI00315,,LBT,,,76347,,,2008,,76347
MI,S,S8MI00331,,GRE,,,43440,,,2008,,43440
MI,S,S8MI00323,,GRE,,,,,,2008,,0
MI,S,S8MI00307,,UST,,,30827,,,2008,,30827
MI,S,S2MI00144,,NLP,,,18550,,,2008,,18550
MI,S,,,,1057143,,4848620,,,2008,,5905763
MN,1,H6MN01174,(I),DFL,20998,,207753,,W,2008,,228751
MN,1,,,DFL,20998,,,,,2008,,20998
MN,1,H8MN01238,,R,17196,,109453,,,2008,,126649
MN,1,H8MN01212,,R,8480,,,,,2008,,8480
MN,1,,,R,25676,,,,,2008,,25676
MN,1,H2MN01124,,IDP,1043,,14904,,,2008,,15947
MN,1,,,IDP,1043,,,,,2008,,1043
MN,1,,,,47717,,332400,,,2008,,380117
MN,2,H8MN06047,(I),R,0,,220924,,W,2008,,220924
MN,2,H8MN02046,,DFL,0,,164093,,,2008,,164093
MN,2,,,,,,385656,,,2008,,385656
MN,3,H8MN03077,,R,14187,,178932,,W,2008,,193119
MN,3,,,R,14187,,,,,2008,,14187
MN,3,H8MN03085,,DFL,20830,,150787,,,2008,,171617
MN,3,,,DFL,20830,,,,,2008,,20830
MN,3,H8MN03101,,IDP,674,,38970,,,2008,,39644
MN,3,H8MN03119,,IDP,252,,,,,2008,,252
MN,3,,,IDP,926,,,,,2008,,926
MN,3,,,,35943,,369104,,,2008,,405047
MN,4,H0MN04049,(I),DFL,0,,216267,,W,2008,,216267
MN,4,H8MN04075,,R,0,,98936,,,2008,,98936
MN,4,,,,,,316018,,,2008,,316018
MN,5,H6MN05183,(I),DFL,33988,,228776,,W,2008,,262764
MN,5,H6MN05316,,DFL,6251,,,,,2008,,6251
MN,5,,,DFL,40239,,,,,2008,,40239
MN,5,H8MN05130,,R,5284,,71020,,,2008,,76304
MN,5,,,R,5284,,,,,2008,,5284
MN,5,H8MN05148,,IDP,828,,22318,,,2008,,23146
MN,5,,,IDP,828,,,,,2008,,828
MN,5,,,,46351,,322747,,,2008,,369098
MN,6,H6MN06074,(I),R,19127,,187817,,W,2008,,206944
MN,6,H8MN06070,,R/W,3134,,20,,,2008,,3154
MN,6,,,R,22261,,,,,2008,,22261
MN,6,H6MN06124,,DFL,17474,,175786,,,2008,,193260
MN,6,,,DFL,17474,,,,,2008,,17474
MN,6,H8MN06088,,IDP,828,,40643,,,2008,,41471
MN,6,,,IDP,828,,,,,2008,,828
MN,6,,,,40563,,404725,,,2008,,445288
MN,7,H2MN07014,(I),DFL,21791,,227187,,W,2008,,248978
MN,7,,,DFL,21791,,,,,2008,,21791
MN,7,H0MN07034,,R,7698,,87062,,,2008,,94760
MN,7,H8MN07060,,R,7172,,,,,2008,,7172
MN,7,,,R,14870,,,,,2008,,14870
MN,7,,,,36661,,314680,,,2008,,351341
MN,8,H6MN08047,(I),DFL,0,,241831,,W,2008,,241831
MN,8,H8MN08035,,R,0,,114871,,,2008,,114871
MN,8,,,,,,357284,,,2008,,357284
MN,H,,,,207235,,2802614,,,2008,,3009849
MN,S,S8MN00438,,DFL,164136,,1212629,,W,2008,,1376765
MN,S,S8MN00495,,DFL,74655,,,,,2008,,74655
MN,S,S6MN00101,,DFL,3923,,,,,2008,,3923
MN,S,S8MN00503,,DFL,3152,,,,,2008,,3152
MN,S,S6MN00283,,DFL,3095,,,,,2008,,3095
MN,S,S4MN00023,,DFL,1227,,,,,2008,,1227
MN,S,S2MN00142,,DFL,1017,,,,,2008,,1017
MN,S,,,DFL,251205,,,,,2008,,251205
MN,S,S2MN00126,(I),R,130973,,1212317,,,2008,,1343290
MN,S,S2MN00159,,R,12456,,,,,2008,,12456
MN,S,,,R,143429,,,,,2008,,143429
MN,S,S4MN00262,,IDP,6678,,437505,,,2008,,444183
MN,S,S6MN00341,,IDP,1405,,,,,2008,,1405
MN,S,S6MN00382,,IDP,800,,,,,2008,,800
MN,S,S8MN00529,,IDP,761,,,,,2008,,761
MN,S,S8MN00487,,IDP,639,,,,,2008,,639
MN,S,S6MN00366,,IDP,618,,,,,2008,,618
MN,S,S0MN00179,,IDP,440,,,,,2008,,440
MN,S,,,IDP,11341,,,,,2008,,11341
MN,S,S8MN00545,,LBT,,,13923,,,2008,,13923
MN,S,S8MN00511,,CON,0,,8907,,,2008,,8907
MN,S,,,,405975,,2887646,,,2008,,3293621
MS,1,H8MS01061,,D,40919,20797,185959,,W,2008,,247675
MS,1,H8MS01095,,D,30274,15958,,,,2008,,46232
MS,1,H8MS01087,,D,12913,,,,,2008,,12913
MS,1,H8MS01103,,D,10624,,,,,2008,,10624
MS,1,H6MS01115,,D,4095,,,,,2008,,4095
MS,1,,,D,98825,36755,,,,2008,,135580
MS,1,H8MS01053,,R,16161,16733,149818,,,2008,,182712
MS,1,H8MS01079,,R,17082,16196,,,,2008,,33278
MS,1,H8MS01111,,R,10688,,,,,2008,,10688
MS,1,,,R,43931,32929,,,,2008,,76860
MS,1,H8MS01129,,I,,,3736,,,2008,,3736
MS,1,H8MS01137,,GRE,,,1876,,,2008,,1876
MS,1,,,,142756,69684,341389,,,2008,,553829
MS,2,H4MS02068,(I),D,110743,,201606,,W,2008,,312349
MS,2,H8MS02044,,D,17791,,,,,2008,,17791
MS,2,,,D,128534,,,,,2008,,128534
MS,2,H8MS02051,,R,0,,90364,,,2008,,90364
MS,2,,,,128534,,291970,,,2008,,420504
MS,3,H8MS03067,,R,18892,29351,213171,,W,2008,,261414
MS,3,H8MS03042,,R,22254,22178,,,,2008,,44432
MS,3,H8MS03059,,R,17082,,,,,2008,,17082
MS,3,H8MS03034,,R,6949,,,,,2008,,6949
MS,3,H8MS03109,,R,748,,,,,2008,,748
MS,3,H8MS03075,,R,424,,,,,2008,,424
MS,3,H8MS03117,,R,344,,,,,2008,,344
MS,3,,,R,66693,51529,,,,2008,,118222
MS,3,H8MS03091,,D,43539,,127698,,,2008,,171237
MS,3,H8MS03083,,D,38034,,,,,2008,,38034
MS,3,,,D,81573,,,,,2008,,81573
MS,3,,,,148266,51529,340869,,,2008,,540664
MS,4,H8MS05047,(I),D,79807,,216542,,W,2008,,296349
MS,4,,,D,79807,,,,,2008,,79807
MS,4,H8MS04420,,R,0,,73977,,,2008,,73977
MS,4,,,,79807,,290519,,,2008,,370326
MS,H,,,,499363,121213,1264747,,,2008,,1885323
MS,,S8MS00055,(I),R,0,,766111,,W,2008,,766111
MS,,S6MS00059,,D,236022,,480915,,,2008,,716937
MS,,S4MS00062,,D,122729,,,,,2008,,122729
MS, ,,,D,358751,,,,,2008,,358751
MS, ,,,,358751,,1247026,,,2008,,1605777
MS, ,S8MS00196,(I),N,,,683409,,W,2008,,683409
MS, ,S8MS00212,,N,,,560064,,,2008,,560064
MS, ,,,,,,1243473,,,2008,,1243473
MS, ,,,,358751,,2490499,,,2008,,2849250
MO,1,H0MO01066,(I),D,41517,,242570,,W,2008,,284087
MO,1,,,D,41517,,,,,2008,,41517
MO,1,H6MO01246,,LBT,130,,36700,,,2008,,36830
MO,1,,,LBT,130,,,,,2008,,130
MO,1,,,,41647,,279270,,,2008,,320917
MO,2,H0MO02148,(I),R,46877,,232276,,W,2008,,279153
MO,2,,,R,46877,,,,,2008,,46877
MO,2,H8MO02158,,D,9018,,132068,,,2008,,141086
MO,2,H8MO02166,,D,6007,,,,,2008,,6007
MO,2,H8MO02174,,D,5059,,,,,2008,,5059
MO,2,H8MO02141,,D,4690,,,,,2008,,4690
MO,2,H2MO02086,,D,4557,,,,,2008,,4557
MO,2,,,D,29331,,,,,2008,,29331
MO,2,H8MO02182,,LBT,211,,8628,,,2008,,8839
MO,2,,,LBT,211,,,,,2008,,211
MO,2,,,,76419,,372979,,,2008,,449398
MO,3,H0MO00019,(I),D,38020,,202470,,W,2008,,240490
MO,3,,,D,38020,,,,,2008,,38020
MO,3,H8MO03149,,R,7923,,92759,,,2008,,100682
MO,3,H8MO03156,,R,5963,,,,,2008,,5963
MO,3,H6MO03242,,R,2576,,,,,2008,,2576
MO,3,H8MO03164,,R,2532,,,,,2008,,2532
MO,3,,,R,18994,,,,,2008,,18994
MO,3,H4MO03155,,LBT,224,,5518,,,2008,,5742
MO,3,,,LBT,224,,,,,2008,,224
MO,3,H8MO03172,,CON,,,4324,,,2008,,4324
MO,3,,,,57238,,305071,,,2008,,362309
MO,4,H6MO04141,(I),D,37111,,200009,,W,2008,,237120
MO,4,,,D,37111,,,,,2008,,37111
MO,4,H4MO04088,,R,31979,,103446,,,2008,,135425
MO,4,H8MO04055,,R,10324,,,,,2008,,10324
MO,4,H8MO04063,,R,5568,,,,,2008,,5568
MO,4,,,R,47871,,,,,2008,,47871
MO,4,,,,84982,,303455,,,2008,,388437
MO,5,H4MO05234,(I),D,38260,,197249,,W,2008,,235509
MO,5,,,D,38260,,,,,2008,,38260
MO,5,H6MO05189,,R,9294,,109166,,,2008,,118460
MO,5,H8MO05094,,R,3552,,,,,2008,,3552
MO,5,H8MO05102,,R,2647,,,,,2008,,2647
MO,5,H6MO05197,,R,1641,,,,,2008,,1641
MO,5,,,R,17134,,,,,2008,,17134
MO,5,,,,55394,,306415,,,2008,,361809
MO,6,H0MO06073,(I),R,36131,,196526,,W,2008,,232657
MO,6,,,R,36131,,,,,2008,,36131
MO,6,H8MO06068,,D,36712,,121894,,,2008,,158606
MO,6,H8MO06084,,D,6714,,,,,2008,,6714
MO,6,,,D,43426,,,,,2008,,43426
MO,6,H8MO06076,,LBT,225,,12279,,,2008,,12504
MO,6,,,LBT,225,,,,,2008,,225
MO,6,,,,79782,,330699,,,2008,,410481
MO,7,H6MO07128,(I),R,64767,,219016,,W,2008,,283783
MO,7,,,R,64767,,,,,2008,,64767
MO,7,H8MO07140,,D,11973,,91010,,,2008,,102983
MO,7,H8MO07157,,D,3439,,,,,2008,,3439
MO,7,,,D,15412,,,,,2008,,15412
MO,7,H4MO07107,,LBT,199,,6971,,,2008,,7170
MO,7,,,LBT,199,,,,,2008,,199
MO,7,H8MO07165,,CON,,,6166,,,2008,,6166
MO,7,,,,80378,,323212,,,2008,,403590
MO,8,H8MO08072,,D,35418,,72790,,,2008,,108208
MO,8,,,D,35418,,,,,2008,,35418
MO,8,H6MO08084,(I),R,51801,,198798,,W,2008,,250599
MO,8,,,R,51801,,,,,2008,,51801
MO,8,H6MO08118,,LBT,126,,4443,,,2008,,4569
MO,8,,,LBT,126,,,,,2008,,126
MO,8,H8MO08080,,CON,,,2257,,,2008,,2257
MO,8,,,,87345,,278288,,,2008,,365633
MO,9,H8MO09153,,R,21543,,161031,,W,2008,,182574
MO,9,H8MO09146,,R,15752,,,,,2008,,15752
MO,9,H8MO09138,,R,10609,,,,,2008,,10609
MO,9,H8MO09112,,R,5501,,,,,2008,,5501
MO,9,H8MO09161,,R,890,,,,,2008,,890
MO,9,,,R,54295,,,,,2008,,54295
MO,9,H8MO09088,,D,22498,,152956,,,2008,,175454
MO,9,H8MO09104,,D,15864,,,,,2008,,15864
MO,9,H8MO09096,,D,6565,,,,,2008,,6565
MO,9,H8MO09054,,D,6060,,,,,2008,,6060
MO,9,,,D,50987,,,,,2008,,50987
MO,9,H8MO09179,,LBT,250,,8108,,,2008,,8358
MO,9,,,LBT,250,,,,,2008,,250
MO,9,,,,105532,,322095,,,2008,,427627
MO,H,,,,668717,,2821484,,,2008,,3490201
MT,0,H0MT00033,(I),R,90492,,308470,,W,2008,,398962
MT,0,,,R,90492,,,,,2008,,90492
MT,0,H8MT00051,,D,70176,,155930,,,2008,,226106
MT,0,H8MT00044,,D,59768,,,,,2008,,59768
MT,0,H2MT00013,,D,12598,,,,,2008,,12598
MT,0,,,D,142542,,,,,2008,,142542
MT,0,H8MT01141,,LBT,0,,16500,,,2008,,16500
MT,0,,,,233034,,480900,,,2008,,713934
MT,H,,,,233034,,480900,,,2008,,713934
MT,S,S8MT00010,(I),D,165050,,348289,,W,2008,,513339
MT,S,,,D,165050,,,,,2008,,165050
MT,S,S6MT00212,,R,26936,,129369,,,2008,,156305
MT,S,S8MT00150,,R,17044,,,,,2008,,17044
MT,S,S8MT00168,,R,15507,,,,,2008,,15507
MT,S,S8MT00192,,R,7632,,,,,2008,,7632
MT,S,S8MT00176,,R,4257,,,,,2008,,4257
MT,S,S8MT00184,,R,2788,,,,,2008,,2788
MT,S,,,R,74164,,,,,2008,,74164
MT,S,,,,239214,,477658,,,2008,,716872
NE,1,H4NE01064,(I),R,45958,,184923,,W,2008,,230881
NE,1,,,R,45958,,,,,2008,,45958
NE,1,H4NE01064,(I),N(R),662,,,,,2008,,662
NE,1,,,N(R),662,,,,,2008,,662
NE,1,H8NE01073,,D,26332,,77897,,,2008,,104229
NE,1,,,D,26332,,,,,2008,,26332
NE,1,H8NE01073,,N(D),786,,,,,2008,,786
NE,1,,,N(D),786,,,,,2008,,786
NE,1,,,,73738,,262820,,,2008,,336558
NE,2,H8NE02139,(I),R,23054,,142473,,W,2008,,165527
NE,2,H8NE02204,,R,4246,,,,,2008,,4246
NE,2,,,R,27300,,,,,2008,,27300
NE,2,H8NE02139,(I),N(R),92,,,,,2008,,92
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
,,,,,,,,,,,",",0
NE,2,H8NE02204,,N(R),42,,,,,2008,,42
NE,2,,,N(R),134,,,,,2008,,134
NE,2,H6NE02117,,D,20937,,131901,,,2008,,152838
NE,2,H8NE02212,,D,5059,,,,,2008,,5059
NE,2,,,D,25996,,,,,2008,,25996
NE,2,H6NE02117,,N(D),260,,,,,2008,,260
NE,2,H8NE02212,,N(D),72,,,,,2008,,72
NE,2,,,N(D),332,,,,,2008,,332
NE,2,,,,53762,,274374,,,2008,,328136
NE,3,H6NE03115,(I),R,55129,,183117,,W,2008,,238246
NE,3,H8NE03079,,R,7918,,,,,2008,,7918
NE,3,,,R,63047,,,,,2008,,63047
NE,3,H6NE03115,(I),N(R),96,,,,,2008,,96
NE,3,H8NE03079,,N(R),29,,,,,2008,,29
NE,3,,,N(R),125,,,,,2008,,125
NE,3,H8NE03053,,D,17668,,55087,,,2008,,72755
NE,3,H8NE03061,,D,6110,,,,,2008,,6110
NE,3,,,D,23778,,,,,2008,,23778
NE,3,H8NE03053,,N(D),91,,,,,2008,,91
,,,,,,,,,,2014,,0
GA,,,,,,,,,,2014,,0
ID,1,,,R,71541,,,,,2014,,71541
OH,12,,,D,18259,,,,,2014,,18259
,,,,,,,,,,2014,,0
PA,,,,,,,,,,2014,,0
NE,3,H8NE03061,,N(D),32,,,,,2008,,32
NE,3,,,N(D),123,,,,,2008,,123
NE,3,,,,87073,,238204,,,2008,,325277
NE,H,,,,214573,,775398,,,2008,,989971
NE,S,S8NE00117,,R,111455,,455854,,W,2008,,567309
NE,S,S8NE00109,,R,31271,,,,,2008,,31271
NE,S,,,R,142726,,,,,2008,,142726
NE,S,S8NE00117,,N(R),736,,,,,2008,,736
NE,S,S8NE00133,,D,64468,,317456,,,2008,,381924
NE,S,S8NE00125,,D,23617,,,,,2008,,23617
NE,S,S8NE00158,,D,3179,,,,,2008,,3179
NE,S,S8NE00141,,D,2629,,,,,2008,,2629
NE,S,,,D,93893,,,,,2008,,93893
NE,S,S8NE00133,,N(D),1114,,,,,2008,,1114
NE,S,S8NE00125,,N(D),524,,,,,2008,,524
NE,S,S8NE00158,,N(D),45,,,,,2008,,45
NE,S,S8NE00141,,N(D),43,,,,,2008,,43
NE,S,,,N(D),1726,,,,,2008,,1726
NE,S,S8NE00174,,NB,123,,11438,,,2008,,11561
NE,S,,,NB,123,,,,,2008,,123
NE,S,S8NE00175,,N(NB),86,,,,,2008,,86
NE,S,,,N(NB),86,,,,,2008,,86
NE,S,S8NE00166,,GRE,92,,7763,,,2008,,7855
NE,S,,,GRE,92,,,,,2008,,92
NE,S,S8NE00167,,N(GRE),31,,,,,2008,,31
NE,S,,,N(GRE),31,,,,,2008,,31
NE,S,,,,239702,,792511,,,2008,,1032213
NV,1,H8NV01071,(I),D,19444,,154860,,W,2008,,174304
NV,1,H8NV01204,,D,2222,,,,,2008,,2222
NV,1,,,D,21666,,,,,2008,,21666
NV,1,H6NV01158,,R,4359,,64837,,,2008,,69196
NV,1,H4NV01112,,R,2490,,,,,2008,,2490
NV,1,H8NV01196,,R,1847,,,,,2008,,1847
NV,1,H8NV01212,,R,1137,,,,,2008,,1137
NV,1,H8NV01238,,R,1090,,,,,2008,,1090
NV,1,H8NV01246,,R,896,,,,,2008,,896
NV,1,H8NV01220,,R,761,,,,,2008,,761
NV,1,,,R,12580,,,,,2008,,12580
NV,1,H8NV01253,,IAP,,,4697,,,2008,,4697
NV,1,H4NV01138,,LBT,,,4528,,,2008,,4528
NV,1,,,,34246,,228922,,,2008,,263168
NV,2,H6NV02164,(I),R,43112,,170771,,W,2008,,213883
NV,2,H8NV02053,,R,7009,,,,,2008,,7009
NV,2,,,R,50121,,,,,2008,,50121
NV,2,H6NV02180,,D,0,,136548,,,2008,,136548
NV,2,H8NV02079,,IAP,,,11179,,,2008,,11179
NV,2,H8NV02087,,LBT,,,5740,,,2008,,5740
NV,2,H8NV02061,,GRE,,,5282,,,2008,,5282
NV,2,,,,50121,,329520,,,2008,,379641
NV,3,H8NV03036,,D,22232,,165912,,W,2008,,188144
NV,3,H6NV03014,,D,2312,,,,,2008,,2312
NV,3,H6NV03030,,D,1114,,,,,2008,,1114
NV,3,H8NV03044,,D,587,,,,,2008,,587
NV,3,,,D,26245,,,,,2008,,26245
