state_abbreviation,district,fec_id,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,year,blank,total_votes
NE,S,,,N,4656,,,,,2012,,4656
NE,S,S8NE00067,,D,65214,,332979,,,2012,,398193
NE,S,S2NE00110,,D,9721,,,,,2012,,9721
NE,S,S2NE00102,,D,2135,,,,,2012,,2135
NE,S,S8NE00141,,D,2045,,,,,2012,,2045
NE,S,S2NE00136,,D,1465,,,,,2012,,1465
NE,S,,,D,80580,,,,,2012,,80580
NE,S,S8NE00067,,N(D),1372,,,,,2012,,1372
NE,S,S2NE00110,,N(D),165,,,,,2012,,165
NE,S,S2NE00102,,N(D),42,,,,,2012,,42
NE,S,S2NE00136,,N(D),35,,,,,2012,,35
NE,S,S8NE00141,,N(D),31,,,,,2012,,31
NE,S,,,N(D),1645,,,,,2012,,1645
NE,S,,,,277268,,788572,,,2012,,1065840
,,,,,,,,,,2012,,0
NV,,,,,,,,,,2012,,0
NV,1,H8NV03036,,D,0,,113967,,W,2012,,113967
NV,1,H2NV01207,,R,4786,,56521,,,2012,,61307
NV,1,H2NV01181,,R,1800,,,,,2012,,1800
NV,1,H2NV01215,,R,1534,,,,,2012,,1534
NV,1,H2NV01199,,R,1163,,,,,2012,,1163
NV,1,H2NV01223,,R,643,,,,,2012,,643
NV,1,,,R,9926,,,,,2012,,9926
NV,1,H2NV01231,,LIB,,,4645,,,2012,,4645
NV,1,H2NV01256,,IAP,,,4145,,,2012,,4145
NV,1,,,,9926,,179278,,,2012,,189204
NV,,,,,,,,,,2012,,0
NV,2,H2NV02395,(I),R,0,,162213,,W,2012,,162213
NV,2,H2NV02478,,D,8865,,102019,,,2012,,110884
NV,2,H2NV02486,,D,7405,,,,,2012,,7405
NV,2,H0NV02183,,D,5604,,,,,2012,,5604
NV,2,,,D,21874,,,,,2012,,21874
NV,2,H2NV02452,,IND,,,11166,,,2012,,11166
NV,2,H0NV02167,,IAP,,,6051,,,2012,,6051
NV,2,,,,21874,,281449,,,2012,,303323
NV,,,,,,,,,,2012,,0
NV,3,H0NV03058,(I),R,20798,,137244,,W,2012,,158042
NV,3,H8NV01196,,R,2298,,,,,2012,,2298
NV,3,,,R,23096,,,,,2012,,23096
NV,3,H2NV00035,,D,7966,,116823,,,2012,,124789
NV,3,H2NV03104,,D,2659,,,,,2012,,2659
NV,3,H2NV03112,,D,2099,,,,,2012,,2099
NV,3,H6NV03014,,D,1346,,,,,2012,,1346
NV,3,H2NV03146,,D,989,,,,,2012,,989
NV,3,H2NV03096,,D,736,,,,,2012,,736
NV,3,,,D,15795,,,,,2012,,15795
NV,3,H2NV03138,,IND,,,12856,,,2012,,12856
NV,3,H2NV03120,,IAP,,,5600,,,2012,,5600
NV,3,,,,38891,,272523,,,2012,,311414
NV,,,,,,,,,,2012,,0
NV,4,H2NV04011,,D,0,,120501,,W,2012,,120501
NV,4,H2NV04045,,R,7605,,101261,,,2012,,108866
NV,4,H2NV04037,,R,6674,,,,,2012,,6674
NV,4,H6NV01158,,R,5069,,,,,2012,,5069
NV,4,H2NV04029,,R,2728,,,,,2012,,2728
NV,4,H2NV04078,,R,666,,,,,2012,,666
NV,4,H2NV04052,,R,607,,,,,2012,,607
NV,4,H2NV04060,,R,370,,,,,2012,,370
NV,4,H2NV02387,,R,252,,,,,2012,,252
NV,4,H8NV00065,,R,165,,,,,2012,,165
NV,4,,,R,24136,,,,,2012,,24136
NV,4,H8NV03085,,IAP,,,9389,,,2012,,9389
NV,4,H4NV03076,,LIB,,,9341,,,2012,,9341
NV,4,,,,24136,,240492,,,2012,,264628
NV,,,,,,,,,,2012,,0
NV,H,,,,94827,,973742,,,2012,,1068569
NV,,,,,,,,,,2012,,0
NV,S,S2NV00183,(I),R,88958,,457656,,W,2012,,546614
NV,S,S0NV00377,,R,5356,,,,,2012,,5356
NV,S,,,R,3358,,,,,2012,,3358
NV,S,S6NV00168,,R,2629,,,,,2012,,2629
NV,S,S2NV00233,,R,2295,,,,,2012,,2295
NV,S,S4NV00197,,R,512,,,,,2012,,512
NV,S,,,R,103108,,,,,2012,,103108
NV,S,S2NV00209,,D,62082,,446080,,,2012,,508162
NV,S,S2NV00266,,D,4210,,,,,2012,,4210
NV,S,S2NV00225,,D,3998,,,,,2012,,3998
NV,S,,,D,3637,,,,,2012,,3637
NV,S,S2NV00217,,D,2491,,,,,2012,,2491
NV,S,S2NV00258,,D,1714,,,,,2012,,1714
NV,S,,,D,78132,,,,,2012,,78132
NV,S,S2NV00274,,IAP,,,48792,,,2012,,48792
NV,S,,,,,,45277,,,2012,,45277
NV,S,,,,181240,,997805,,,2012,,1179045
,,,,,,,,,,2012,,0
NH,,,,,,,,,,2012,,0
NH,1,H6NH01230,,D,38623,,171650,,W,2012,,210273
NH,1,H0NH01217,(I),W(D),204,,,,,2012,,204
NH,1,,,W(D),142,,,,,2012,,142
NH,1,H0NH01241,,W(D),10,,,,,2012,,10
NH,1,H2NH01239,,W(D),2,,,,,2012,,2
NH,1,,,D,38981,,,,,2012,,38981
NH,1,H0NH01217,(I),R,46979,,158659,,,2012,,205638
NH,1,H0NH01241,,R,6923,,,,,2012,,6923
NH,1,H2NH01239,,R,1639,,,,,2012,,1639
NH,1,,,R,55745,,,,,2012,,55745
NH,1,H2NH01247,,LIB,,,14521,,,2012,,14521
NH,1,,,,,,,,,2012,,0
NH,1,,,,,,,,,2012,,0
NH,1,,,,94726,,345022,,,2012,,439748
NH,,,,,,,,,,2012,,0
NH,2,H0NH02181,,D,40627,,169275,,W,2012,,209902
NH,2,,,W(D),170,,,,,2012,,170
NH,2,H0NH02017,(I),W(D),157,,,,,2012,,157
NH,2,H2NH02187,,W(D),4,,,,,2012,,4
NH,2,H2NH02195,,W(D),3,,,,,2012,,3
NH,2,H2NH02161,,W(D),3,,,,,2012,,3
NH,2,,,D,40964,,,,,2012,,40964
NH,2,H0NH02017,(I),R,39605,,152977,,,2012,,192582
NH,2,H2NH02161,,R,4263,,,,,2012,,4263
NH,2,H2NH02187,,R,2129,,,,,2012,,2129
NH,2,H2NH02195,,R,1310,,,,,2012,,1310
NH,2,H2NH02179,,R,1127,,,,,2012,,1127
NH,2,,,R,48750,,,,,2012,,48750
NH,2,H2NH02203,,LIB,,,14936,,,2012,,14936
NH,2,,,,,,,,,2012,,0
NH,2,,,,89714,,337394,,,2012,,427108
NH,,,,,,,,,,2012,,0
NH,H,,,,184440,,682416,,,2012,,866856
,,,,,,,,,,2012,,0
NJ,,,,,,,,,,2012,,0
NJ,1,H0NJ01066,(I),D,21318,,210470,,W,2012,,231788
NJ,1,H2NJ01096,,D,2797,,,,,2012,,2797
NJ,1,,,D,24115,,,,,2012,,24115
NJ,1,H2NJ01104,,R,11189,,92459,,,2012,,103648
NJ,1,,,R,11189,,,,,2012,,11189
NJ,1,H2NJ01112,,GRE,,,4413,,,2012,,4413
NJ,1,H8NJ01192,,REF,,,1177,,,2012,,1177
NJ,1,,,,35304,,308519,,,2012,,343823
NJ,2,H2NJ02037,(I),R,20551,,166679,,W,2012,,187230
NJ,2,H2NJ02128,,R,2914,,,,,2012,,2914
NJ,2,,,R,23465,,,,,2012,,23465
NJ,2,H2NJ02144,,D,9810,,116463,,,2012,,126273
NJ,2,H2NJ02136,,D,3971,,,,,2012,,3971
NJ,2,H8NJ02133,,D,1327,,,,,2012,,1327
NJ,2,,,D,15108,,,,,2012,,15108
NJ,2,H2NJ02177,,LIB,,,2699,,,2012,,2699
NJ,2,H2NJ02151,,CC,,,1329,,,2012,,1329
NJ,2,H2NJ02185,,TPA,,,1010,,,2012,,1010
NJ,2,H2NJ02169,,CCC,,,892,,,2012,,892
NJ,2,,,,38573,,289072,,,2012,,327645
NJ,,,,,,,,,,2012,,0
NJ,3,H0NJ03153,(I),R,22013,,174257,,W,2012,,196270
NJ,3,,,R,22013,,,,,2012,,22013
NJ,3,H2NJ03183,,D,15176,,145509,,,2012,,160685
NJ,3,,,D,15176,,,,,2012,,15176
NJ,3,H2NJ03191,,LMP,,,1956,,,2012,,1956
NJ,3,H8NJ07041,,BFJ,,,1104,,,2012,,1104
NJ,3,H2NJ03225,,NS,,,770,,,2012,,770
NJ,3,H2NJ03209,,NOT,,,530,,,2012,,530
NJ,3,H2NJ03217,,NSF,,,280,,,2012,,280
NJ,3,,,,37189,,324406,,,2012,,361595
NJ,,,,,,,,,,2012,,0
NJ,4,H2NJ04165,(I),R,21520,,195146,,W,2012,,216666
NJ,4,H2NJ04173,,R,4209,,,,,2012,,4209
NJ,4,,,R,25729,,,,,2012,,25729
NJ,4,H8NJ04014,,D,12110,,107992,,,2012,,120102
NJ,4,,,D,12110,,,,,2012,,12110
NJ,4,H4NJ04062,,NS,,,3111,,,2012,,3111
NJ,4,,,,37839,,306249,,,2012,,344088
NJ,,,,,,,,,,2012,,0
NJ,5,H8NJ05052,(I),R,24709,,167503,,W,2012,,192212
NJ,5,H2NJ05261,,R,2107,,,,,2012,,2107
NJ,5,H2NJ05295,,R,1511,,,,,2012,,1511
NJ,5,,,R,28327,,,,,2012,,28327
NJ,5,H2NJ05287,,D,10208,,130102,,,2012,,140310
NJ,5,H2NJ00031,,D,6448,,,,,2012,,6448
NJ,5,H2NJ05279,,D,1925,,,,,2012,,1925
NJ,5,,,D,18581,,,,,2012,,18581
NJ,5,H0NJ09168,,GRE,,,6772,,,2012,,6772
NJ,5,,,,46908,,304377,,,2012,,351285
NJ,,,,,,,,,,2012,,0
NJ,6,H8NJ03073,(I),D,16593,,151782,,W,2012,,168375
NJ,6,,,D,16593,,,,,2012,,16593
NJ,6,H0NJ06164,,R,7692,,84360,,,2012,,92052
NJ,6,H2NJ06194,,R,3277,,,,,2012,,3277
NJ,6,,,R,10969,,,,,2012,,10969
NJ,6,H2NJ13083,,LIB,,,1392,,,2012,,1392
NJ,6,H6NJ06138,,OAI,,,868,,,2012,,868
NJ,6,H2NJ06160,,IND,,,830,,,2012,,830
NJ,6,H6NJ06211,,REF,,,406,,,2012,,406
NJ,6,,,,27562,,239638,,,2012,,267200
NJ,,,,,,,,,,2012,,0
NJ,7,H6NJ12136,(I),R,23432,,175704,,W,2012,,199136
NJ,7,H0NJ07196,,R,15253,,,,,2012,,15253
NJ,7,,,R,38685,,,,,2012,,38685
NJ,7,H6NJ06187,,D,11506,,123090,,,2012,,134596
NJ,7,,,D,11506,,,,,2012,,11506
NJ,7,H2NJ07176,,IR,,,4520,,,2012,,4520
NJ,7,H2NJ07184,,LIB,,,4081,,,2012,,4081
NJ,7,,,,50191,,307395,,,2012,,357586
NJ,,,,,,,,,,2012,,0
NJ,8,H6NJ13191,(I),D,30840,,130857,,W,2012,,161697
NJ,8,H2NJ13141,,D,3808,,,,,2012,,3808
NJ,8,,,D,34648,,,,,2012,,34648
NJ,8,H2NJ08208,,R,2981,,31767,,,2012,,34748
NJ,8,,,R,2981,,,,,2012,,2981
NJ,8,H6NJ13225,,PAC,,,1841,,,2012,,1841
NJ,8,H2NJ08216,,RAP,,,1710,,,2012,,1710
NJ,8,H2NJ08224,,UIS,,,1625,,,2012,,1625
NJ,8,,,,37629,,167800,,,2012,,205429
NJ,,,,,,,,,,2012,,0
NJ,9,H6NJ08118,(I),D,31435,,162834,,W,2012,,194269
NJ,9,H6NJ09165,(I),D,19947,,,,,2012,,19947
NJ,9,,,D,51382,,,,,2012,,51382
NJ,9,H2NJ09107,,R,5364,,55094,,,2012,,60458
NJ,9,H2NJ09115,,R,2623,,,,,2012,,2623
NJ,9,H0NJ08103,,R,1278,,,,,2012,,1278
NJ,9,,,R,9265,,,,,2012,,9265
NJ,9,H2NJ09123,,AA,,,1138,,,2012,,1138
NJ,9,H2NJ09131,,CON,,,1082,,,2012,,1082
NJ,9,,,,60647,,220148,,,2012,,280795
NJ,,,,,,,,,,2012,,0
NJ,10 -,H2NJ10154,,D,36576,,201435,,W,2012,,238011
NJ,10 -,H2NJ10139,,D,11939,,,,,2012,,11939
NJ,10 -,H2NJ10147,,D,10207,,,,,2012,,10207
NJ,10 -,H2NJ10162,,D,1356,,,,,2012,,1356
NJ,10 -,H2NJ10170,,D,779,,,,,2012,,779
NJ,10 -,H0NJ10141,,D,501,,,,,2012,,501
NJ,10 -,,,D,61358,,,,,2012,,61358
NJ,10 -,H2NJ10188,,R,2095,,24271,,,2012,,26366
NJ,10 -,,,R,2095,,,,,2012,,2095
NJ,10 -,H0NJ10182,,CHA,,,3127,,,2012,,3127
NJ,10 -,H2NJ10196,,LIB,,,1227,,,2012,,1227
NJ,10 -,,,,63453,,230060,,,2012,,293513
,,,,,,,,,,2012,,0
NJ,10 -,H2NJ10154,,D,34358,,166413,,W,2012,,200771
NJ,10 -,H2NJ10139,,D,11935,,,,,2012,,11935
NJ,10 -,H2NJ10162,,D,2318,,,,,2012,,2318
NJ,10 -,H0NJ10182,,CHA,,,4500,,,2012,,4500
NJ,10 -,,,D,48611,,,,,2012,,48611
NJ,10 -,,,,48611,,170913,,,2012,,219524
NJ,,,,,,,,,,2012,,0
NJ,11,H2NJ05014,(I),R,30831,,182239,,W,2012,,213070
NJ,11,,,R,30831,,,,,2012,,30831
NJ,11,H2NJ11111,,D,13387,,123935,,,2012,,137322
NJ,11,,,D,13387,,,,,2012,,13387
NJ,11,H2NJ11129,,OCG,,,3725,,,2012,,3725
NJ,11,,,,44218,,309899,,,2012,,354117
NJ,,,,,,,,,,2012,,0
NJ,12,H6NJ12144,(I),D,24339,,189938,,W,2012,,214277
NJ,12,,,D,24339,,,,,2012,,24339
NJ,12,H2NJ12119,,R,9361,,80907,,,2012,,90268
NJ,12,,,R,9361,,,,,2012,,9361
NJ,12,H0NJ06198,,IND,,,2261,,,2012,,2261
NJ,12,H0NJ12170,,TVH,,,1285,,,2012,,1285
NJ,12,,,,33700,,274391,,,2012,,308091
NJ,,,,,,,,,,2012,,0
NJ,H,,,,561824,,3452867,,,2012,,4014691
NJ,,,,,,,,,,2012,,0
NJ,S,S6NJ00289,(I),D,272201,,1985783,,W,2012,,2257984
NJ,S,,,D,272201,,,,,2012,,272201
NJ,S,S2NJ00387,,R,163817,,1329405,,,2012,,1493222
NJ,S,S2NJ00429,,R,19238,,,,,2012,,19238
NJ,S,S2NJ00361,,R,17161,,,,,2012,,17161
NJ,S,S2NJ00403,,R,12823,,,,,2012,,12823
NJ,S,,,R,213039,,,,,2012,,213039
NJ,S,S2NJ00437,,LIB,,,16803,,,2012,,16803
NJ,S,S2NJ00452,,GRE,,,15799,,,2012,,15799
NJ,S,S2NJ00353,,JSI,,,9377,,,2012,,9377
NJ,S,S2NJ00486,,TIC,,,3830,,,2012,,3830
NJ,S,S2NJ00445,,AF,,,3595,,,2012,,3595
NJ,S,S2NJ00478,,RFI,,,3544,,,2012,,3544
NJ,S,S0NJ00100,,SUS,,,2256,,,2012,,2256
NJ,S,S2NJ00460,,NS,,,2201,,,2012,,2201
NJ,S,S6NJ00313,,RN,,,2075,,,2012,,2075
NJ,S,,,,485240,,3374668,,,2012,,3859908
,,,,,,,,,,2012,,0
NM,,,,,,,,,,2012,,0
NM,1,H8NM01257,,D,19111,,162924,,W,2012,,182035
NM,1,H2NM01102,,D,16702,,,,,2012,,16702
NM,1,H2NM01110,,D,11895,,,,,2012,,11895
NM,1,,,D,47708,,,,,2012,,47708
NM,1,H2NM01128,,R,26198,,112473,,,2012,,138671
NM,1,,,R,26198,,,,,2012,,26198
NM,1,,,,73906,,275856,,,2012,,349762
NM,,,,,,,,,,2012,,0
NM,2,H2NM02126,(I),R,29911,,113180,,W,2012,,143091
NM,2,,,R,29911,,,,,2012,,29911
NM,2,H2NM02175,,D,24175,,92162,,,2012,,116337
NM,2,,,D,24175,,,,,2012,,24175
NM,2,,,,54086,,205515,,,2012,,259601
NM,,,,,,,,,,2012,,0
NM,3,H8NM03196,(I),D,53908,,167103,,W,2012,,221011
NM,3,,,D,53908,,,,,2012,,53908
NM,3,H2NM03157,,R,13055,,97616,,,2012,,110671
NM,3,H2NM03132,,R,11340,,,,,2012,,11340
NM,3,,,R,24395,,,,,2012,,24395
NM,3,,,,78303,,264719,,,2012,,343022
NM,,,,,,,,,,2012,,0
NM,H,,,,206295,,746090,,,2012,,952385
NM,,,,,,,,,,2012,,0
NM,S,S2NM00088,,D,83432,,395717,,W,2012,,479149
NM,S,S2NM00096,,D,58128,,,,,2012,,58128
NM,S,,,D,141560,,,,,2012,,141560
NM,S,S8NM00168,,R,63631,,351260,,,2012,,414891
NM,S,S2NM00070,,R,27214,,,,,2012,,27214
NM,S,,,R,90845,,,,,2012,,90845
NM,S,S8NM00168,,IAP,,,28199,,,2012,,28199
NM,S,,,,232405,,775793,,,2012,,1008198
,,,,,,,,,,2012,,0
NY,,,,,,,,,,2012,,0
NY,1,H2NY01067,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,1,H2NY01067,(I),D,0,,135118,,,2012,,135118
NY,1,H2NY01067,(I),WF,0,,11061,,,2012,,11061
NY,1,H0NY01129,,R/CRV/IDP Combined Parties,,,,,,2012,,0
NY,1,H0NY01129,,CRV,0,,20125,,,2012,,20125
NY,1,H0NY01129,,IDP,0,,4953,,,2012,,4953
NY,1,H0NY01129,,R,7394,,107226,,,2012,,114620
NY,1,H0NY01137,,R,1166,,,,,2012,,1166
NY,1,,,R,8560,,,,,2012,,8560
NY,1,,,,8560,,278659,,,2012,,287219
NY,,,,,,,,,,2012,,0
NY,2,H2NY03089,(I),R/CRV/IDP/TRP Combined Parties,,,,,W,2012,,0
NY,2,H2NY03089,(I),R/TRP,0,,116363,,,2012,,116363
NY,2,H2NY03089,(I),CRV,0,,19515,,,2012,,19515
NY,2,H2NY03089,(I),IDP,0,,6431,,,2012,,6431
NY,2,H2NY02081,,D/WF Combined Parties,,,,,,2012,,0
NY,2,H2NY02081,,D,0,,93932,,,2012,,93932
NY,2,H2NY02081,,WF,0,,6613,,,2012,,6613
NY,2,,,,,,242943,,,2012,,242943
NY,,,,,,,,,,2012,,0
NY,3,H0NY02085,(I),D/WF/IDP Combined Parties,,,,,W,2012,,0
NY,3,H0NY02085,(I),D,0,,146271,,,2012,,146271
NY,3,H0NY02085,(I),WF,0,,6506,,,2012,,6506
NY,3,H0NY02085,(I),IDP,0,,5103,,,2012,,5103
NY,3,H0NY02176,,R/CRV/TRP Combined Parties,,,,,,2012,,0
NY,3,H0NY02176,,R/TRP,0,,98614,,,2012,,98614
NY,3,H0NY02176,,CRV,0,,14589,,,2012,,14589
NY,3,H2NY03121,,LIB,,,1644,,,2012,,1644
NY,3,H0NY02168,,CON,,,367,,,2012,,367
NY,3,,,,,,273171,,,2012,,273171
NY,,,,,,,,,,2012,,0
NY,4,H6NY04112,(I),D/IDP/WF Combined Parties,,,,,W,2012,,0
NY,4,H6NY04112,(I),D,0,,152590,,,2012,,152590
NY,4,H6NY04112,(I),IDP,0,,3893,,,2012,,3893
NY,4,H6NY04112,(I),WF,0,,7472,,,2012,,7472
NY,4,H0NY04099,,R/TRP Combined Parties,,,,,,2012,,0
NY,4,H0NY04099,,R,6357,,84982,,,2012,,91339
NY,4,H0NY04057,,R,5175,,,,,2012,,5175
NY,4,,,R,11532,,,,,2012,,11532
NY,4,H0NY04099,,TRP,0,,711,,,2012,,711
NY,4,H0NY04057,,CRV,,,15603,,,2012,,15603
NY,4,,,CRV,253,,,,,2012,,253
NY,4,H0NY04099,,CRV,194,,,,,2012,,194
NY,4,,,CRV,447,,,,,2012,,447
NY,4,,,,11979,,265300,,,2012,,277279
NY,,,,,,,,,,2012,,0
NY,5,H8NY06048,(I),D,9920,,167836,,W,2012,,177756
NY,5,H2NY05084,,D,1972,,,,,2012,,1972
NY,5,H2NY06108,,D,1694,,,,,2012,,1694
NY,5,H2NY05092,,D,1327,,,,,2012,,1327
NY,5,,,D,14913,,,,,2012,,14913
NY,5,H2NY05084,,R,0,,17875,,,2012,,17875
NY,5,H2NY05100,,LIB,0,0,1345,,,2012,,1345
NY,5,,,,14913,,187141,,,2012,,202054
NY,,,,,,,,,,2012,,0
NY,6,H2NY06116,,D/WF Combined Parties,,,,,W,2012,,0
NY,6,H2NY06116,,D,14825,,107507,,,2012,,122332
NY,6,H2NY09102,,D,7089,,,,,2012,,7089
NY,6,H2NY06124,,D,4606,,,,,2012,,4606
NY,6,H2NY06140,,D,1462,,,,,2012,,1462
NY,6,,,D,27982,,,,,2012,,27982
NY,6,H2NY06116,,WF,,,3994,,,2012,,3994
NY,6,H2NY09102,,WF,0,,,,,2012,,0
NY,6,H2NY06157,,R/CRV/LIB Combined Parties,,,,,,2012,,0
NY,6,H2NY06157,,R,0,,45993,,,2012,,45993
NY,6,H2NY06157,,CRV/LIB,0,,4853,,,2012,,4853
NY,6,H8NY05081,,GRE,0,,1913,,,2012,,1913
NY,6,,,,27982,,164374,,,2012,,192356
NY,,,,,,,,,,2012,,0
NY,7,H2NY00010,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,7,H2NY00010,(I),WF,0,,9128,,,2012,,9128
NY,7,H2NY00010,(I),D,17208,,134802,,,2012,,152010
NY,7,H2NY12148,,D,10408,,,,,2012,,10408
NY,7,H2NY12130,,D,1351,,,,,2012,,1351
NY,7,H0NY12159,,D,745,,,,,2012,,745
NY,7,,,D,29712,,,,,2012,,29712
NY,7,H2NY07056,,CRV,0,,7971,,,2012,,7971
NY,7,,,,29712,,152111,,,2012,,181823
NY,,,,,,,,,,2012,,0
NY,8,H2NY10092,,D/WF Combined Parties,,,,,W,2012,,0
NY,8,H2NY10092,,WF,0,,5351,,,2012,,5351
NY,8,H2NY10092,,D,28271,,178688,,,2012,,206959
NY,8,H6NY00060,,D,11130,,,,,2012,,11130
NY,8,,,D,39401,,,,,2012,,39401
NY,8,H2NY08120,,R/CRV Combined Parties,,,,,,2012,,0
NY,8,H2NY08120,,R,0,,15841,,,2012,,15841
NY,8,H2NY08120,,CRV,0,,1809,,,2012,,1809
NY,8,H2NY08138,,GRE,0,,2441,,,2012,,2441
NY,8,,,,39401,,204207,,,2012,,243608
NY,,,,,,,,,,2012,,0
NY,9,H4NY11138,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,9,H4NY11138,(I),WF,0,,7973,,,2012,,7973
NY,9,H4NY11138,(I),D,15069,,178168,,,2012,,193237
NY,9,H2NY11116,,D,1993,,,,,2012,,1993
NY,9,,,D,17062,,,,,2012,,17062
NY,9,H2NY09110,,R/CRV Combined Parties,,,,,,2012,,0
NY,9,H2NY09110,,R,0,,20899,,,2012,,20899
NY,9,H2NY09110,,CRV,0,,3265,,,2012,,3265
NY,9,H2NY09128,,GRE,0,,2991,,,2012,,2991
NY,9,,,,17062,,213431,,,2012,,230493
NY,,,,,,,,,,2012,,0
NY,10,H2NY17071,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,10,H2NY17071,(I),D,0,,156619,,,2012,,156619
NY,10,H2NY17071,(I),WF,0,,9124,,,2012,,9124
NY,10,H2NY10100,,R/CRV Combined Parties,,,,,,2012,,0
NY,10,H2NY10100,,R,0,,35538,,,2012,,35538
NY,10,H2NY10100,,CRV,0,,3875,,,2012,,3875
NY,10,,,,,,205349,,,2012,,205349
NY,,,,,,,,,,2012,,0
NY,11,H0NY13074,(I),R/CRV Combined Parties,,,,,W,2012,,0
NY,11,H0NY13074,(I),R,0,,91030,,,2012,,91030
NY,11,H0NY13074,(I),CRV,0,,12088,,,2012,,12088
NY,11,H2NY13088,,D/WF Combined Parties,,,,,,2012,,0
NY,11,H2NY13088,,D,0,,87720,,,2012,,87720
NY,11,H2NY13088,,WF,0,,4710,,,2012,,4710
NY,11,H2NY13062,,GRE,0,,1939,,,2012,,1939
NY,11,,,,,,197635,,,2012,,197635
NY,,,,,,,,,,2012,,0
NY,12,H2NY14037,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,12,H2NY14037,(I),D,0,,185757,,,2012,,185757
NY,12,H2NY14037,(I),WF,0,,8613,,,2012,,8613
NY,12,H2NY12155,,R/CRV/IDP Combined Parties,,,,,,2012,,0
NY,12,H2NY12155,,R,0,,42110,,,2012,,42110
NY,12,H2NY12155,,CRV,0,,2257,,,2012,,2257
NY,12,H2NY12155,,IDP,0,,2474,,,2012,,2474
NY,12,,,,,,241426,,,2012,,241426
NY,,,,,,,,,,2012,,0
NY,13,H6NY19029,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,13,H6NY19029,(I),WF,0,,4326,,,2012,,4326
NY,13,H6NY19029,(I),D,19187,,170690,,,2012,,189877
NY,13,H2NY13096,,D,18101,,,,,2012,,18101
NY,13,H0NY15129,,D,1018,,,,,2012,,1018
NY,13,H2NY15109,,D,4266,,,,,2012,,4266
NY,13,H8NY15122,,D,598,,,,,2012,,598
NY,13,,,D,43170,,,,,2012,,43170
NY,13,H8NY15122,,R,0,,12147,,,2012,,12147
NY,13,H2NY13104,,SWP,,,5548,,,2012,,5548
NY,13,,,,43170,,192913,,,2012,,236083
NY,,,,,,,,,,2012,,0
NY,14,H8NY07046,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,14,H8NY07046,(I),D,0,,116117,,,2012,,116117
NY,14,H8NY07046,(I),WF,0,,4644,,,2012,,4644
NY,14,H8NY03052,,R/CRV Combined Parties,,,,,,2012,,0
NY,14,H8NY03052,,R,0,,19191,,,2012,,19191
NY,14,H8NY03052,,CRV,0,,2564,,,2012,,2564
NY,14,H0NY07076,,GRE,0,,2570,,,2012,,2570
NY,14,,,,,,145190,,,2012,,145190
NY,,,,,,,,,,2012,,0
NY,15,H0NY18065,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,15,H0NY18065,(I),D,0,,150243,,,2012,,150243
NY,15,H0NY18065,(I),WF,0,,2418,,,2012,,2418
NY,15,H0NY16119,,R/CRV Combined Parties,,,,,,2012,,0
NY,15,H0NY16119,,R,0,,3487,,,2012,,3487
NY,15,H0NY16119,,CRV,0,,940,,,2012,,940
NY,15,,,,,,157115,,,2012,,157115
NY,,,,,,,,,,2012,,0
NY,16,H8NY19058,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,16,H8NY19058,(I),WF,0,,5676,,,2012,,5676
NY,16,H8NY19058,(I),D,12856,,173886,,,2012,,186742
NY,16,H4NY07086,,D,1864,,,,,2012,,1864
NY,16,,,D,14720,,,,,2012,,14720
NY,16,H2NY16057,,R,0,,53935,,,2012,,53935
NY,16,H6NY17130,,GRE,0,,2974,,,2012,,2974
NY,16,,,,14720,,236553,,,2012,,251273
NY,,,,,,,,,,2012,,0
NY,17,H8NY20056,(I),D/WF Combined Parties,,,,,W,2012,,0
NY,17,H8NY20056,(I),D,0,,161624,,,2012,,161624
NY,17,H8NY20056,(I),WF,0,,9793,,,2012,,9793
NY,17,H2NY17139,,R,4225,,91899,,,2012,,96124
NY,17,H6NY18153,,R,2307,,,,,2012,,2307
NY,17,,,R,6532,,,,,2012,,6532
NY,17,H2NY17147,,WTP,0,0,2771,,,2012,,2771
NY,17,,,,6532,,266205,,,2012,,272737
NY,,,,,,,,,,2012,,0
NY,18,H2NY22139,,D/WF Combined Parties,,,,,W,2012,,0
NY,18,H2NY22139,,WF,,,11389,,,2012,,11389
NY,18,H2NY22139,,D,7493,,132456,,,2012,,139949
NY,18,H2NY19077,,D,5036,,,,,2012,,5036
NY,18,H2NY19085,,D,1857,,,,,2012,,1857
NY,18,H2NY19101,,D,780,,,,,2012,,780
NY,18,H2NY19093,,D,356,,,,,2012,,356
NY,18,,,D,15522,,,,,2012,,15522
NY,18,H2NY18061,,WF,0,,,,,2012,,0
NY,18,H0NY19139,(I),R/CRV Combined Parties,,,,,,2012,,0
NY,18,H0NY19139,(I),R,0,,113386,,,2012,,113386
NY,18,H0NY19139,(I),CRV,0,,19663,,,2012,,19663
