cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
H4MD04063,2004,,,,,,,,,,,,,66257.79
H4MD04063,2006,,,,,,,,,,,,,6000.0
H4MD05110,2006,,,,,,,,,,,,,71.17
H4MD06209,2014,,,,,,,,,,,,,12443.87
H4MD07033,2004,,,,,,,,,,,,,104716.32
H4MD07033,2006,,,,,,,,,,,,,339.5
H4ME02176,2004,,,,,,,,,,,,,655876.65
H4ME02176,2006,,,,,,,,,,,,,169.0
H4MI03045,2004,,,,,,,,,,,,,285171.28
H4MI03045,2006,,,,,,,,,,,,,284606.24
H4MI03045,2008,,,,,,,,,,,,,251739.29
H4MI03045,2010,,,,,,,,,,,,,183501.81
H4MI03045,2012,,,,,,,,,,,,,11826.7
H4MI04092,2004,,,,,,,,,,,,,68587.97
H4MI04092,2006,,,,,,,,,,,,,51199.53
H4MI04092,2008,,,,,,,,,,,,,11.45
H4MI05149,2014,,,,,,,,,,,,,483569.46
H4MI07145,2006,,,,,,,,,,,,,415.0
H4MI09067,2004,,,,,,,,,,,,,96402.45
H4MI09067,2006,,,,,,,,,,,,,3634.0
H4MI09067,2008,,,,,,,,,,,,,209.56
H4MI10065,2006,,,,,,,,,,,,,10235.11
H4MI11097,2014,,,,,,,,,,,,,4952264.85
H4MI12087,2014,,,,,,,,,,,,,4594.89
H4MN04074,2004,,,,,,,,,,,,,191767.05
H4MN04116,2014,,,,,,,,,,,,,127965.47
H4MN06079,2008,,,,,,,,,,,,,11110.85
H4MN06087,2014,,,,,,,,,,,,,2002217.77
H4MO03056,2004,,,,,,,,,,,,,50468.36
H4MO03072,2004,,,,,,,,,,,,,500140.69
H4MO03148,2006,,,,,,,,,,,,,1.0
H4MO05234,2006,,,,,,,,,,,,,501489.43
H4MO05234,2008,,,,,,,,,,,,,318114.72
H4MO05234,2010,,,,,,,,,,,,,458737.42
H4MO05234,2012,,,,,,,,,,,,,993892.97
H4MO05234,2014,,,,,,,,,,,,,994034.53
H4MO05242,2004,,,,,,,,,,,,,3192356.85
H4MO05242,2006,,,,,,,,,,,,,4844.65
H4MO05309,2014,,,,,,,,,,,,,5835.9
H4MO07099,2004,,,,,,,,,,,,,203583.42
H4MO07099,2006,,,,,,,,,,,,,1856.08
H4MO09046,2008,,,,,,,,,,,,,340557.72
H4MS01078,2006,,,,,,,,,,,,,570020.83
H4MS02068,2006,,,,,,,,,,,,,1355802.81
H4MS02068,2008,,,,,,,,,,,,,884259.29
H4MS02068,2010,,,,,,,,,,,,,1200354.37
H4MS02068,2012,,,,,,,,,,,,,1437000.39
H4MS02068,2014,,,,,,,,,,,,,1082682.97
H4MS04098,2014,,,,,,,,,,,,,8154.56
H4MS04122,2014,,,,,,,,,,,,,204476.53
H4MT00050,2014,,,,,,,,,,,,,1319560.04
H4MT00068,2014,,,,,,,,,,,,,1691532.12
H4MT01033,2014,,,,,,,,,,,,,578271.31
H4MT01058,2014,,,,,,,,,,,,,153052.08
H4NC01046,2004,,,,,,,,,,,,,381755.35
H4NC01046,2006,,,,,,,,,,,,,199849.81
H4NC01046,2008,,,,,,,,,,,,,306916.32
H4NC01046,2010,,,,,,,,,,,,,605686.28
H4NC01046,2012,,,,,,,,,,,,,633676.63
H4NC01046,2014,,,,,,,,,,,,,496980.62
H4NC01103,2014,,,,,,,,,,,,,6459.02
H4NC03026,2006,,,,,,,,,,,,,3.0
H4NC05146,2004,,,,,,,,,,,,,1101373.08
H4NC05146,2006,,,,,,,,,,,,,566835.46
H4NC05146,2008,,,,,,,,,,,,,744015.1499999999
H4NC05146,2010,,,,,,,,,,,,,512497.31
H4NC05146,2012,,,,,,,,,,,,,512572.63
H4NC05153,2004,,,,,,,,,,,,,1359892.0
H4NC05153,2006,,,,,,,,,,,,,456.0
H4NC05195,2004,,,,,,,,,,,,,1972669.88
H4NC05195,2006,,,,,,,,,,,,,10500.0
H4NC06011,2004,,,,,,,,,,,,,259498.54
H4NC06011,2006,,,,,,,,,,,,,312671.84
H4NC06011,2008,,,,,,,,,,,,,391612.97
H4NC06011,2010,,,,,,,,,,,,,694231.97
H4NC06011,2012,,,,,,,,,,,,,606758.9099999999
H4NC06011,2014,,,,,,,,,,,,,167466.32
H4NC06052,2014,,,,,,,,,,,,,800485.06
H4NC06128,2014,,,,,,,,,,,,,284226.11
H4NC09106,2012,,,,,,,,,,,,,515067.89
H4NC09106,2014,,,,,,,,,,,,,2876.39
H4NC09122,2004,,,,,,,,,,,,,30617.51
H4NC09122,2006,,,,,,,,,,,,,2066.11
H4NC10047,2006,,,,,,,,,,,,,1060410.32
H4NC10047,2008,,,,,,,,,,,,,1503256.36
H4NC10047,2010,,,,,,,,,,,,,713078.98
H4NC10062,2004,,,,,,,,,,,,,796595.8
H4NC10070,2006,,,,,,,,,,,,,40253.67
H4NC10070,2008,,,,,,,,,,,,,10927.93
H4NC11052,2012,,,,,,,,,,,,,417839.69
H4NC11052,2014,,,,,,,,,,,,,8516.52
H4ND00038,2006,,,,,,,,,,,,,17023.29
H4NE01163,2014,,,,,,,,,,,,,759.76
H4NE02062,2006,,,,,,,,,,,,,4086.67
H4NH02175,2006,,,,,,,,,,,,,1495546.67
H4NH02233,2014,,,,,,,,,,,,,475123.52
H4NJ01100,2014,,,,,,,,,,,,,7292.34
H4NJ04088,2004,,,,,,,,,,,,,32882.76
H4NJ04120,2014,,,,,,,,,,,,,6997.06
H4NJ13022,2004,,,,,,,,,,,,,674949.3
H4NJ13022,2006,,,,,,,,,,,,,940247.25
H4NJ13022,2008,,,,,,,,,,,,,193354.25
H4NJ13022,2010,,,,,,,,,,,,,58759.06
H4NJ13022,2012,,,,,,,,,,,,,2958.32
H4NJ13022,2014,,,,,,,,,,,,,1100.0
H4NM02056,2006,,,,,,,,,,,,,13859.13
H4NM03070,2014,,,,,,,,,,,,,27351.04
H4NV02151,2014,,,,,,,,,,,,,4026.52
H4NV03084,2014,,,,,,,,,,,,,1139775.6099999999
H4NV04017,2014,,,,,,,,,,,,,370305.38
H4NY01089,2004,,,,,,,,,,,,,1360520.64
H4NY01089,2006,,,,,,,,,,,,,247715.59
H4NY05064,2008,,,,,,,,,,,,,10754.0
H4NY07052,2006,,,,,,,,,,,,,2692.72
H4NY07102,2014,,,,,,,,,,,,,89392.42
H4NY11112,2010,,,,,,,,,,,,,25818.3
H4NY12052,2014,,,,,,,,,,,,,76710.69
H4NY13076,2014,,,,,,,,,,,,,1100.0
H4NY17135,2014,,,,,,,,,,,,,191953.91
H4NY19073,2004,,,,,,,,,,,,,1138248.38
H4NY19107,2006,,,,,,,,,,,,,1500.0
H4NY20113,2006,,,,,,,,,,,,,13.0
H4NY22051,2014,,,,,,,,,,,,,182063.66
H4NY29080,2004,,,,,,,,,,,,,969124.92
H4NY29080,2006,,,,,,,,,,,,,1451909.51
H4NY29080,2008,,,,,,,,,,,,,1479433.84
H4NY29080,2010,,,,,,,,,,,,,15237.09
H4NY29098,2014,,,,,,,,,,,,,191626.26
H4OH02032,2004,,,,,,,,,,,,,388697.67
H4OH02032,2006,,,,,,,,,,,,,70125.28
H4OH02032,2008,,,,,,,,,,,,,43755.25
H4OH02032,2010,,,,,,,,,,,,,24711.21
H4OH06074,2014,,,,,,,,,,,,,894019.19
H4OH09060,2006,,,,,,,,,,,,,6466.15
H4OH14060,2004,,,,,,,,,,,,,60276.44
H4OH14094,2010,,,,,,,,,,,,,6103.07
H4OH14094,2012,,,,,,,,,,,,,7281.25
H4OH14094,2014,,,,,,,,,,,,,9713.44
H4OH14102,2012,,,,,,,,,,,,,4123.42
H4OH17071,2004,,,,,,,,,,,,,629.0
H4OH18079,2004,,,,,,,,,,,,,1211920.05
H4OH19036,2004,,,,,,,,,,,,,1554758.82
H4OH19036,2006,,,,,,,,,,,,,1110667.62
H4OH19036,2008,,,,,,,,,,,,,1272879.97
H4OK00018,2004,,,,,,,,,,,,,75199.34
H4OK00018,2006,,,,,,,,,,,,,6531.65
H4OK00018,2008,,,,,,,,,,,,,259.4
H4OK02089,2008,,,,,,,,,,,,,668862.01
H4OK02089,2010,,,,,,,,,,,,,1791170.38
H4OK02089,2012,,,,,,,,,,,,,214236.5
H4OK02089,2014,,,,,,,,,,,,,11721.22
H4OK05066,2006,,,,,,,,,,,,,8244.0
H4OK05132,2014,,,,,,,,,,,,,838324.58
H4OK06056,2004,,,,,,,,,,,,,257358.14
H4OK06056,2006,,,,,,,,,,,,,356158.56
H4OK06056,2008,,,,,,,,,,,,,424104.91
H4OK06056,2010,,,,,,,,,,,,,414762.5
H4OR01089,2006,,,,,,,,,,,,,6447.52
H4OR05163,2004,,,,,,,,,,,,,1296517.71
H4OR05171,2004,,,,,,,,,,,,,361091.55
H4OR05171,2006,,,,,,,,,,,,,1715.7
H4PA00048,2014,,,,,,,,,,,,,8788.9
H4PA03109,2014,,,,,,,,,,,,,401373.65
H4PA05062,2014,,,,,,,,,,,,,155473.57
H4PA07027,2004,,,,,,,,,,,,,481330.62
H4PA07027,2006,,,,,,,,,,,,,2844487.16
H4PA07027,2008,,,,,,,,,,,,,351545.75
H4PA10062,2014,,,,,,,,,,,,,151000.25
H4PA12050,2014,,,,,,,,,,,,,63071.66
H4PA13132,2006,,,,,,,,,,,,,4279.49
H4PA13199,2014,,,,,,,,,,,,,897884.23
H4PA13215,2014,,,,,,,,,,,,,26513.88
H4PA15087,2004,,,,,,,,,,,,,1967466.2799999998
H4PA15087,2012,,,,,,,,,,,,,1232901.88
H4PA15087,2014,,,,,,,,,,,,,834213.83
H4PA17042,2004,,,,,,,,,,,,,806896.25
H4PA17042,2006,,,,,,,,,,,,,34921.21
H4PA17067,2006,,,,,,,,,,,,,9235.09
H4PA17091,2004,,,,,,,,,,,,,645236.82
H4PA18131,2004,,,,,,,,,,,,,478875.3
H4PA18131,2008,,,,,,,,,,,,,480136.0
H4PA18131,2010,,,,,,,,,,,,,663966.39
H4PA18131,2012,,,,,,,,,,,,,530124.65
H4PA18131,2014,,,,,,,,,,,,,549084.76
H4PA21051,2004,,,,,,,,,,,,,1413608.95
H4RI01117,2014,,,,,,,,,,,,,13840.9
H4SC01073,2004,,,,,,,,,,,,,3171.55
H4SC01073,2008,,,,,,,,,,,,,475.0
H4SC01073,2012,,,,,,,,,,,,,1578.0
H4SC01073,2014,,,,,,,,,,,,,1298309.0999999999
H4SC05058,2014,,,,,,,,,,,,,41150.92
H4TN04015,2004,,,,,,,,,,,,,570419.67
H4TN04015,2006,,,,,,,,,,,,,642623.94
H4TN04015,2008,,,,,,,,,,,,,737998.45
H4TN04015,2010,,,,,,,,,,,,,407940.9
H4TN04015,2014,,,,,,,,,,,,,151808.75
H4TN05087,2014,,,,,,,,,,,,,3736.92
H4TN08065,2014,,,,,,,,,,,,,29515.55
H4TN08081,2014,,,,,,,,,,,,,22106.89
H4TN08099,2014,,,,,,,,,,,,,8227.8
H4TN09055,2006,,,,,,,,,,,,,0.0
H4TX02108,2012,,,,,,,,,,,,,352156.5
H4TX02116,2004,,,,,,,,,,,,,383969.38
H4TX02116,2006,,,,,,,,,,,,,5049.28
H4TX09095,2010,,,,,,,,,,,,,159413.72
H4TX09095,2012,,,,,,,,,,,,,206731.26
H4TX10028,2006,,,,,,,,,,,,,341584.32
H4TX10028,2008,,,,,,,,,,,,,111757.57
H4TX10028,2010,,,,,,,,,,,,,822620.82
H4TX10028,2012,,,,,,,,,,,,,1613382.97
H4TX10028,2014,,,,,,,,,,,,,160148.39
H4TX10085,2012,,,,,,,,,,,,,1706.5
H4TX10085,2014,,,,,,,,,,,,,1386520.34
H4TX10093,2006,,,,,,,,,,,,,753775.53
H4TX10119,2004,,,,,,,,,,,,,13562.14
H4TX11018,2006,,,,,,,,,,,,,7755.39
H4TX13014,2006,,,,,,,,,,,,,408307.32
H4TX13014,2008,,,,,,,,,,,,,433021.86
H4TX15076,2010,,,,,,,,,,,,,7540.17
H4TX18054,2006,,,,,,,,,,,,,187966.52
H4TX18054,2012,,,,,,,,,,,,,305659.25
H4TX18054,2014,,,,,,,,,,,,,228903.31
H4TX19185,2004,,,,,,,,,,,,,133208.49
H4TX20027,2004,,,,,,,,,,,,,9825.03
H4TX20027,2006,,,,,,,,,,,,,392.0
H4TX22023,2004,,,,,,,,,,,,,2968692.33
H4TX22023,2006,,,,,,,,,,,,,3632481.67
H4TX22023,2008,,,,,,,,,,,,,13933.34
H4TX22155,2006,,,,,,,,,,,,,4259.0
H4TX22163,2014,,,,,,,,,,,,,20403.48
H4TX28046,2014,,,,,,,,,,,,,302219.09
H4TX36056,2014,,,,,,,,,,,,,26256.03
H4TX36064,2014,,,,,,,,,,,,,93585.97
H4UT02163,2004,,,,,,,,,,,,,24160.11
H4UT02205,2014,,,,,,,,,,,,,12470.0
H4VA00023,2006,,,,,,,,,,,,,96205.55
H4VA00023,2008,,,,,,,,,,,,,240.0
H4VA00031,2014,,,,,,,,,,,,,130925.96
H4VA00049,2014,,,,,,,,,,,,,49527.28
H4VA02029,2006,,,,,,,,,,,,,35772.23
H4VA02029,2008,,,,,,,,,,,,,1500.0
H4VA04025,2006,,,,,,,,,,,,,224.24
H4VA05022,2008,,,,,,,,,,,,,36240.93
H4VA05030,2014,,,,,,,,,,,,,46319.05
H4VA05055,2014,,,,,,,,,,,,,2255.4
H4VA08166,2004,,,,,,,,,,,,,24186.27
H4VA08174,2006,,,,,,,,,,,,,12.0
H4VA08182,2014,,,,,,,,,,,,,107690.86
H4VA08224,2014,,,,,,,,,,,,,2370292.71
H4VA08315,2014,,,,,,,,,,,,,8700.62
H4VA10139,2014,,,,,,,,,,,,,15681.03
H4VA11020,2006,,,,,,,,,,,,,2882057.46
H4VA11020,2008,,,,,,,,,,,,,1209268.44
H4VA11020,2010,,,,,,,,,,,,,2628.57
H4VI00054,2012,,,,,,,,,,,,,284630.25
H4VI00054,2014,,,,,,,,,,,,,195010.5
H4VI00120,2004,,,,,,,,,,,,,330630.0
H4VI00120,2006,,,,,,,,,,,,,340591.39
H4VI00146,2014,,,,,,,,,,,,,53598.49
H4WA02157,2014,,,,,,,,,,,,,8983.73
H4WA03098,2008,,,,,,,,,,,,,537.0
H4WA04062,2014,,,,,,,,,,,,,36851.5
H4WA04088,2014,,,,,,,,,,,,,569046.83
H4WA04138,2014,,,,,,,,,,,,,99203.33
H4WA05085,2004,,,,,,,,,,,,,414544.08
H4WA08071,2012,,,,,,,,,,,,,1529044.81
H4WA08071,2014,,,,,,,,,,,,,906276.13
H4WA08097,2004,,,,,,,,,,,,,235195.69
H4WI01064,2006,,,,,,,,,,,,,2463.0
H4WI02054,2004,,,,,,,,,,,,,660682.72
H4WI02054,2006,,,,,,,,,,,,,950188.38
H4WI02054,2008,,,,,,,,,,,,,27659.7
H4WI02054,2010,,,,,,,,,,,,,6140.0
H4WI02054,2012,,,,,,,,,,,,,2010.26
H4WI02054,2014,,,,,,,,,,,,,1500.0
H4WI03144,2014,,,,,,,,,,,,,300748.36
H4WI04183,2008,,,,,,,,,,,,,402295.68
H4WI04183,2010,,,,,,,,,,,,,527531.24
H4WI04183,2012,,,,,,,,,,,,,696250.48
H4WI04183,2014,,,,,,,,,,,,,816900.96
H4WI06055,2014,,,,,,,,,,,,,830024.12
H4WI08051,2008,,,,,,,,,,,,,285.0
H4WI08077,2014,,,,,,,,,,,,,21389.68
H4WV02023,2012,,,,,,,,,,,,,6924.93
H4WV02080,2012,,,,,,,,,,,,,60657.34
H4WV02098,2014,,,,,,,,,,,,,399392.25
H4WV03062,2010,,,,,,,,,,,,,975.0
H4WV03088,2014,,,,,,,,,,,,,19703.04
H4WY00055,2004,,,,,,,,,,,,,890980.23
H4WY00055,2008,,,,,,,,,,,,,67159.76
H6AK00045,2004,,,,,,,,,,,,,1537375.46
H6AK00045,2008,,,,,,,,,,,,,3105480.66
H6AK00045,2010,,,,,,,,,,,,,861169.9
H6AK00045,2012,,,,,,,,,,,,,654221.84
H6AK00045,2014,,,,,,,,,,,,,791161.04
H6AK00136,2006,,,,,,,,,,,,,492.0
H6AL04098,2004,,,,,,,,,,,,,588732.43
H6AL04098,2006,,,,,,,,,,,,,594693.35
H6AL04098,2008,,,,,,,,,,,,,564425.24
H6AL04098,2010,,,,,,,,,,,,,385195.62
H6AL04098,2012,,,,,,,,,,,,,600317.94
H6AL04098,2014,,,,,,,,,,,,,603389.43
H6AL07166,2006,,,,,,,,,,,,,34879.92
H6AR01072,2004,,,,,,,,,,,,,631547.76
H6AR01072,2006,,,,,,,,,,,,,921844.81
H6AR01072,2008,,,,,,,,,,,,,586998.69
H6AR01072,2010,,,,,,,,,,,,,514891.44
H6AR01072,2012,,,,,,,,,,,,,51559.34
H6AR02203,2004,,,,,,,,,,,,,790236.03
H6AR02203,2006,,,,,,,,,,,,,340936.02
H6AR02203,2008,,,,,,,,,,,,,133845.92
H6AR02203,2010,,,,,,,,,,,,,22715.13
H6AZ00035,2006,,,,,,,,,,,,,1465848.98
H6AZ00035,2008,,,,,,,,,,,,,12167.54
H6AZ05067,2006,,,,,,,,,,,,,1824731.15
H6AZ05067,2008,,,,,,,,,,,,,2302141.29
H6AZ05067,2010,,,,,,,,,,,,,2284461.47
H6AZ05067,2012,,,,,,,,,,,,,3340.73
H6AZ08038,2008,,,,,,,,,,,,,2633431.63
H6AZ08038,2010,,,,,,,,,,,,,3680219.07
H6AZ08038,2012,,,,,,,,,,,,,545065.44
H6AZ08038,2014,,,,,,,,,,,,,3650.23
H6AZ08046,2006,,,,,,,,,,,,,2659.0
H6AZ08079,2006,,,,,,,,,,,,,335679.0
H6AZ08087,2006,,,,,,,,,,,,,805851.25
H6AZ08129,2006,,,,,,,,,,,,,8503.37
H6AZ08129,2008,,,,,,,,,,,,,445.21
H6AZ08137,2006,,,,,,,,,,,,,1838.0
H6CA02010,2004,,,,,,,,,,,,,351812.72
H6CA02010,2006,,,,,,,,,,,,,433330.38
H6CA04149,2006,,,,,,,,,,,,,3929.0
H6CA05310,2006,,,,,,,,,,,,,4827.0
H6CA06185,2006,,,,,,,,,,,,,191.0
H6CA06193,2008,,,,,,,,,,,,,510.0
H6CA08140,2006,,,,,,,,,,,,,111850.43
H6CA08140,2008,,,,,,,,,,,,,716.3
H6CA08165,2006,,,,,,,,,,,,,31068.33
H6CA09023,2008,,,,,,,,,,,,,371479.91
H6CA09023,2010,,,,,,,,,,,,,284794.69
H6CA09023,2012,,,,,,,,,,,,,1369727.3
H6CA09023,2014,,,,,,,,,,,,,17480.43
H6CA10138,2006,,,,,,,,,,,,,2410.0
H6CA11128,2006,,,,,,,,,,,,,307.0
H6CA14098,2006,,,,,,,,,,,,,8105.0
H6CA20137,2006,,,,,,,,,,,,,2711.0
H6CA20137,2008,,,,,,,,,,,,,6755.0
H6CA21028,2004,,,,,,,,,,,,,422043.98
H6CA21028,2006,,,,,,,,,,,,,836876.5
H6CA21028,2008,,,,,,,,,,,,,688871.35
H6CA21028,2010,,,,,,,,,,,,,698436.45
H6CA21028,2012,,,,,,,,,,,,,380694.01
H6CA21028,2014,,,,,,,,,,,,,98243.78
H6CA22133,2006,,,,,,,,,,,,,22701.0
H6CA23198,2006,,,,,,,,,,,,,2571.0
H6CA24113,2012,,,,,,,,,,,,,6141192.74
H6CA24113,2014,,,,,,,,,,,,,830654.48
H6CA24279,2006,,,,,,,,,,,,,45399.7
H6CA24279,2008,,,,,,,,,,,,,48672.27
H6CA24279,2010,,,,,,,,,,,,,386.4
H6CA24279,2012,,,,,,,,,,,,,715.35
H6CA24279,2014,,,,,,,,,,,,,290.3
H6CA25136,2006,,,,,,,,,,,,,193497.49
H6CA26183,2014,,,,,,,,,,,,,3937.39
H6CA27124,2004,,,,,,,,,,,,,73661.33
H6CA27124,2006,,,,,,,,,,,,,55537.19
H6CA29179,2006,,,,,,,,,,,,,12039.0
H6CA36125,2006,,,,,,,,,,,,,21111.0
H6CA36125,2008,,,,,,,,,,,,,534.0
H6CA36141,2006,,,,,,,,,,,,,8176.0
H6CA39103,2006,,,,,,,,,,,,,6090.74
H6CA39129,2006,,,,,,,,,,,,,600.0
H6CA39129,2008,,,,,,,,,,,,,0.0
H6CA39129,2010,,,,,,,,,,,,,14098.0
H6CA39129,2012,,,,,,,,,,,,,1789.0
H6CA45084,2006,,,,,,,,,,,,,707290.99
H6CA45084,2008,,,,,,,,,,,,,2988.11
H6CA45092,2006,,,,,,,,,,,,,6512.0
H6CA46033,2014,,,,,,,,,,,,,991220.2999999999
H6CA47031,2006,,,,,,,,,,,,,70470.45
H6CA48039,2006,,,,,,,,,,,,,1994910.46
H6CA50191,2006,,,,,,,,,,,,,37.0
H6CA52064,2006,,,,,,,,,,,,,5986.0
H6CA52080,2006,,,,,,,,,,,,,4444.0
H6CO01141,2004,,,,,,,,,,,,,478412.68
H6CO01141,2006,,,,,,,,,,,,,341599.03
H6CO01141,2008,,,,,,,,,,,,,543895.01
H6CO01141,2010,,,,,,,,,,,,,557692.1699999999
H6CO01141,2014,,,,,,,,,,,,,769447.38
H6CO02123,2006,,,,,,,,,,,,,14799.0
H6CO04152,2006,,,,,,,,,,,,,282.0
H6CO05076,2004,,,,,,,,,,,,,74586.69
H6CO05076,2006,,,,,,,,,,,,,62322.27
H6CO05076,2008,,,,,,,,,,,,,21532.45
H6CO05126,2008,,,,,,,,,,,,,15161.86
H6CO05134,2006,,,,,,,,,,,,,41296.49
H6CO05142,2006,,,,,,,,,,,,,382898.62
H6CO05142,2008,,,,,,,,,,,,,405726.59
H6CO05159,2006,,,,,,,,,,,,,938994.44
H6CO06033,2006,,,,,,,,,,,,,792418.61
H6CO06033,2008,,,,,,,,,,,,,1634.04
H6CO06041,2006,,,,,,,,,,,,,9772.0
H6CO07023,2006,,,,,,,,,,,,,2909104.24
H6CO07031,2006,,,,,,,,,,,,,727824.2
H6CO07031,2008,,,,,,,,,,,,,3000.0
H6CO07031,2010,,,,,,,,,,,,,2700.0
H6CO07049,2006,,,,,,,,,,,,,135978.14
H6CT05124,2010,,,,,,,,,,,,,2777900.72
H6CT05124,2012,,,,,,,,,,,,,29230.83
H6DC00154,2008,,,,,,,,,,,,,1415.03
H6DC00154,2010,,,,,,,,,,,,,193.85
H6DE01063,2006,,,,,,,,,,,,,36075.59
H6FL00046,2004,,,,,,,,,,,,,2154766.44
H6FL00046,2006,,,,,,,,,,,,,436833.69
H6FL00046,2008,,,,,,,,,,,,,666924.91
H6FL00046,2010,,,,,,,,,,,,,3797297.41
H6FL00046,2012,,,,,,,,,,,,,17605.64
H6FL00087,2008,,,,,,,,,,,,,5498.83
H6FL04071,2006,,,,,,,,,,,,,24690.0
H6FL07090,2006,,,,,,,,,,,,,9726.0
H6FL08189,2006,,,,,,,,,,,,,26126.0
H6FL08247,2006,,,,,,,,,,,,,20049.58
H6FL08247,2008,,,,,,,,,,,,,345132.0
H6FL08247,2012,,,,,,,,,,,,,145382.97
H6FL09070,2008,,,,,,,,,,,,,1485440.17
H6FL09138,2008,,,,,,,,,,,,,6066.62
H6FL11126,2010,,,,,,,,,,,,,524938.7
H6FL11126,2012,,,,,,,,,,,,,661417.09
H6FL11126,2014,,,,,,,,,,,,,236780.96
H6FL11175,2006,,,,,,,,,,,,,27456.01
H6FL11175,2008,,,,,,,,,,,,,54515.09
H6FL11175,2012,,,,,,,,,,,,,754.32
H6FL12165,2006,,,,,,,,,,,,,250.0
H6FL13148,2006,,,,,,,,,,,,,8031997.86
H6FL13148,2010,,,,,,,,,,,,,983542.75
H6FL13148,2012,,,,,,,,,,,,,2707890.81
H6FL13148,2014,,,,,,,,,,,,,927476.37
H6FL13171,2006,,,,,,,,,,,,,55004.48
H6FL16059,2010,,,,,,,,,,,,,14883.2
H6FL17032,2006,,,,,,,,,,,,,64650.99
H6FL22065,2006,,,,,,,,,,,,,6632.0
H6GA04129,2010,,,,,,,,,,,,,545066.92
H6GA04129,2012,,,,,,,,,,,,,364178.97
H6GA04129,2014,,,,,,,,,,,,,583092.27
H6GA04137,2006,,,,,,,,,,,,,167.0
H6GA04137,2008,,,,,,,,,,,,,441.0
H6GA05217,2010,,,,,,,,,,,,,774419.61
H6GA05217,2012,,,,,,,,,,,,,970177.46
H6GA05217,2014,,,,,,,,,,,,,397424.47
H6GA07122,2008,,,,,,,,,,,,,900.0
H6GA09201,2006,,,,,,,,,,,,,15165.0
H6GA10142,2006,,,,,,,,,,,,,18595.0
H6GA11041,2006,,,,,,,,,,,,,48.0
H6HI01121,2004,,,,,,,,,,,,,927274.2
H6HI01121,2008,,,,,,,,,,,,,853750.03
H6HI01121,2010,,,,,,,,,,,,,273869.47
H6HI02251,2008,,,,,,,,,,,,,895082.93
H6HI02251,2010,,,,,,,,,,,,,952597.02
H6HI02251,2012,,,,,,,,,,,,,5636635.69
H6HI02251,2014,,,,,,,,,,,,,496197.0
H6IA00017,2006,,,,,,,,,,,,,770023.02
H6IA01015,2004,,,,,,,,,,,,,452858.99
H6IA01015,2006,,,,,,,,,,,,,527165.2
H6IA01015,2008,,,,,,,,,,,,,9164.02
H6IA01098,2006,,,,,,,,,,,,,2305017.16
H6IA01098,2010,,,,,,,,,,,,,2093437.28
H6IA01098,2012,,,,,,,,,,,,,2639822.72
H6IA01098,2014,,,,,,,,,,,,,82963.42
H6IA01122,2006,,,,,,,,,,,,,379096.08
H6IA01122,2008,,,,,,,,,,,,,6000.0
H6IA02146,2012,,,,,,,,,,,,,1543792.9100000001
H6IA03219,2008,,,,,,,,,,,,,3289.37
H6ID01193,2008,,,,,,,,,,,,,7320.0
H6ID01235,2006,,,,,,,,,,,,,20084.0
H6IL02124,2004,,,,,,,,,,,,,459334.83
H6IL02124,2008,,,,,,,,,,,,,1605452.06
H6IL02124,2012,,,,,,,,,,,,,1061932.5
H6IL06026,2004,,,,,,,,,,,,,620137.21
H6IL06026,2006,,,,,,,,,,,,,72329.25
H6IL06117,2010,,,,,,,,,,,,,1194486.74
H6IL06117,2012,,,,,,,,,,,,,2464129.99
H6IL06117,2014,,,,,,,,,,,,,3192175.98
H6IL06141,2010,,,,,,,,,,,,,884.3
H6IL06141,2012,,,,,,,,,,,,,5184778.96
H6IL07263,2006,,,,,,,,,,,,,245402.81
H6IL08105,2006,,,,,,,,,,,,,1527906.17
H6IL10093,2006,,,,,,,,,,,,,89217.27
H6IL10119,2012,,,,,,,,,,,,,3249.28
H6IL12016,2004,,,,,,,,,,,,,1555697.31
H6IL12016,2006,,,,,,,,,,,,,25674.95
H6IL13097,2006,,,,,,,,,,,,,12473.51
H6IL14095,2004,,,,,,,,,,,,,3831812.37
H6IL14095,2006,,,,,,,,,,,,,4397732.56
H6IL14095,2008,,,,,,,,,,,,,563885.44
H6IL17148,2006,,,,,,,,,,,,,15413.54
H6IL17155,2012,,,,,,,,,,,,,1563.33
H6IL19094,2008,,,,,,,,,,,,,273.04
H6IN00027,2012,,,,,,,,,,,,,39758.16
H6IN02148,2006,,,,,,,,,,,,,3315.0
H6IN03161,2010,,,,,,,,,,,,,768985.04
H6IN03161,2012,,,,,,,,,,,,,8742.49
H6IN06149,2014,,,,,,,,,,,,,3003.24
H6IN07303,2006,,,,,,,,,,,,,25415.49
H6IN08210,2008,,,,,,,,,,,,,1318470.27
H6IN08210,2010,,,,,,,,,,,,,2628461.23
H6IN08210,2012,,,,,,,,,,,,,1614.49
H6IN09119,2006,,,,,,,,,,,,,7237.0
H6IN09119,2008,,,,,,,,,,,,,27087.0
H6IN10141,2004,,,,,,,,,,,,,340568.19
H6IN10141,2006,,,,,,,,,,,,,529609.08
H6IN10141,2008,,,,,,,,,,,,,101099.63
H6KS01096,2004,,,,,,,,,,,,,220214.56
H6KS01096,2008,,,,,,,,,,,,,273248.69
H6KS01146,2008,,,,,,,,,,,,,800.0
