cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,state_abbreviation,district,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,total_votes
H0AZ01259,2010,147155.1,33296.4,133914.3,634857.89,25664.0,119271.66,9152.33,,,,410.0,,75700.16,AZ,1,0,REP,21941.0,0.0,112816.0,0.0,1,134757.0
H0AZ01259,2012,164364.97,18362.83,153514.46000000002,93983.95,17125.0,6151.27,2902.33,50000.0,,,19000.0,,577329.46,AZ,4,1,R,40033.0,0.0,162907.0,0.0,1,202940.0
H0AZ01275,2010,97815.48,13262.59,5699.45,25034.06,,266.04,1586.1,,,500.0,,,2190.13,AZ,1,0,REP,10552.0,0.0,0.0,0.0,0,10552.0
H0AZ01275,2012,1834.63,,,,,,,,,,,,,,,,,,,,,,
H0AZ01283,2010,33869.48,278.4,24191.79,28211.5,,9192.6,,,,,,,9295.11,AZ,1,0,REP,5846.0,0.0,0.0,0.0,0,5846.0
H0AZ01291,2010,4126.74,1050.14,2245.72,2014.29,,2421.8,,,,,,,,AZ,1,0,REP,1530.0,0.0,0.0,0.0,0,1530.0
H0AZ01309,2010,516.22,940.58,3306.71,4409.48,,1207.83,1749.5,,,,,,,AZ,1,0,REP,2105.0,0.0,0.0,0.0,0,2105.0
H0AZ02141,2010,3884.19,4924.3,4.46,3687.69,,374.34,359.88,,,,,,26.0,AZ,2,0,REP,19220.0,0.0,0.0,0.0,0,19220.0
H0AZ03313,2010,6363.23,569.8,19806.01,77197.46,2060.0,141673.75,499.53,,,,,,1673.43,AZ,3,0,REP,13850.0,0.0,0.0,0.0,0,13850.0
H0AZ03321,2010,152552.4,1628.64,16441.42,193063.65,13500.0,49358.45,,,,,,,18516.91,AZ,3,0,REP,13411.0,0.0,0.0,0.0,0,13411.0
H0AZ03321,2012,224821.44,2082.7,106301.55,785871.52,35300.0,5789.58,,,,,,,108521.79,AZ,9,0,R,11184.0,0.0,111630.0,0.0,0,122814.0
H0AZ03339,2010,33865.13,2826.58,9416.4,30928.54,,5160.56,1979.94,,,,,,238.17,AZ,3,0,REP,6473.0,0.0,0.0,0.0,0,6473.0
H0AZ03339,2012,298.04,,1788.0,1642.98,,,,,,,,,,,,,,,,,,,
H0AZ03354,2010,74354.02,3.82,3810.0,88732.51,,2747.0,2250.0,,,2900.0,,,133380.73,AZ,3,0,REP,6138.0,0.0,0.0,0.0,0,6138.0
H0AZ03396,2010,168716.67,326.29,,1109347.51,10200.0,16542.86,7560.23,,,,,,4221.99,AZ,3,0,REP,14211.0,0.0,0.0,0.0,0,14211.0
H0AZ03396,2012,925.0,,,,,,,,,,,,,,,,,,,,,,
H0AZ04493,2010,14584.83,61.08,5106.89,33100.71,8000.0,7974.53,6958.41,,,,,,440.76,AZ,4,0,REP,8085.0,0.0,25300.0,0.0,0,33385.0
H0AZ04501,2010,301.9,,,18720.0,,,5112.0,,,,,,200.0,AZ,4,0,REP,5368.0,0.0,0.0,0.0,0,5368.0
H0AZ04501,2012,6516.18,,,12654.18,,,1500.0,,,,,,,,,,,,,,,,
H0AZ04501,2014,11976.96,,,11075.32,,3015.0,,,,,,,1056.12,AZ,7,0,JP,0.0,0.0,3496.0,0.0,0,3496.0
H0AZ05078,2010,263871.86,,58489.41,383316.21,16050.0,,16904.37,,,,,,2453.41,AZ,5,0,REP,18480.0,0.0,0.0,0.0,0,18480.0
H0AZ05078,2012,2631.42,,240.0,,,,,,,,,,1812.03,,,,,,,,,,
H0AZ05094,2010,131.74,339.88,935.55,17422.09,,4873.54,1000.0,,,,,,389.0,AZ,6,0,REP,34137.0,0.0,0.0,0.0,0,34137.0
H0AZ05102,2010,136670.45,,17420.6,110329.38,6000.0,6255.02,,,,,,,34500.86,AZ,5,0,REP,7156.0,0.0,0.0,0.0,0,7156.0
H0AZ07017,2010,13583.29,,2428.56,13635.07,,718.52,,,,,,,645482.86,AZ,7,0,REP,15455.0,0.0,70385.0,0.0,0,85840.0
H0AZ07017,2014,1296.25,,,,,,,,,,,,11673.13,,,,,,,,,,
H0AZ07025,2010,9446.48,3465.95,18535.08,78416.34,,13553.57,,,,,,,1785.66,AZ,7,0,REP,7044.0,0.0,0.0,0.0,0,7044.0
H0AZ07025,2010,9446.48,3465.95,18535.08,78416.34,,13553.57,,,,,,,1785.66,AZ,7,0,IND,0.0,0.0,4506.0,0.0,0,4506.0
H0AZ08015,2010,93547.19,14159.78,41230.79,285927.87,6650.0,21625.47,11532.41,,,,,,1187184.2599999998,AZ,8,0,REP,43097.0,0.0,134124.0,0.0,0,177221.0
H0AZ08015,2012,302433.25,350.0,86450.84999999999,555509.67,21300.0,20082.99,16965.18,,,,,,44022.99,,,,,,,,,,
H0AZ08023,2010,218.2,60.0,827.5,336.37,,640.28,350.0,,,63.78,1325.0,,1007.0,AZ,8,0,REP,502.0,0.0,0.0,0.0,0,502.0
H0AZ08031,2010,74123.39,2782.24,17567.88,87594.55,,6485.24,3062.4,,,,,,7702.65,AZ,8,0,REP,6613.0,0.0,0.0,0.0,0,6613.0
H0AZ08031,2012,413.15,,,,,,,,,,,,,,,,,,,,,,
H0AZ08056,2012,3215.97,,,,,,,,,,,,1573920.0,AZ,1,0,R,28644.0,0.0,113594.0,0.0,0,142238.0
H0CA01148,2010,57248.92,,1225.0,38028.17,300.0,,,,,,,,3721.84,CA,1,0,REP,28115.0,0.0,72803.0,0.0,0,100918.0
H0CA01148,2012,1146.82,,,2054.23,,,,,,,,,,,,,,,,,,,
H0CA02120,2010,8850.78,129.8,4306.99,25071.66,,2708.2,254.82,,,,,,2687.07,CA,2,0,REP,30487.0,0.0,0.0,0.0,0,30487.0
H0CA02120,2012,800.0,,226.32,9361.47,,2272.38,,,,,,,751.75,CA,1,0,R,10258.0,0.0,0.0,0.0,0,10258.0
H0CA02138,2010,29435.14,2654.79,2552.37,46165.7,16750.0,8365.14,6036.95,,,,,,19040.59,CA,2,0,DEM,42334.0,0.0,98092.0,0.0,0,140426.0
H0CA02138,2012,64561.45,7306.04,288.0,26013.0,2960.0,144.22,80.0,,1200.0,,,,74550.61,CA,1,0,D,43409.0,0.0,125386.0,0.0,0,168795.0
H0CA03078,2010,865207.61,22761.68,46851.16,347479.0,56372.5,1534657.85,4112.0,,,,,,50765.01,CA,3,0,DEM,49022.0,0.0,113128.0,0.0,0,162150.0
H0CA03078,2012,712135.2999999998,11554.11,70232.24,96056.52,115665.0,2290329.14,,,,,,,50435.3,CA,7,0,D,49433.0,0.0,141241.0,0.0,1,190674.0
H0CA03078,2014,294702.9500000001,2688.41,59157.07,,7500.0,250.0,,,,,,,3936450.61,CA,7,1,D,51878.0,0.0,92521.0,0.0,1,144399.0
H0CA04134,2010,7616.79,656.27,,9222.36,,,,,,,,,2380.0,CA,4,0,DEM,50400.0,0.0,95653.0,0.0,0,146053.0
H0CA04142,2010,751.5,,,,,,,,,,,,2170.0,CA,4,0,REP,24528.0,0.0,0.0,0.0,0,24528.0
H0CA05073,2012,1706.36,,,2872.56,,,,,,,,,600.0,CA,6,0,R,11254.0,0.0,0.0,0.0,0,11254.0
H0CA06097,2010,85471.05,,,25816.36,,20298.55,,,,,,,11724.69,CA,6,0,REP,27770.0,0.0,77361.0,0.0,0,105131.0
H0CA06121,2012,37805.44,12851.43,17520.26,37334.28,160052.2,,,,,,,,,CA,2,0,R,25635.0,0.0,91310.0,0.0,0,116945.0
H0CA07103,2010,1993.55,432.23,3218.08,3485.96,,3207.31,3391.22,,,,,,81662.12,CA,7,0,REP,15245.0,0.0,56798.0,0.0,0,72043.0
H0CA07103,2012,5854.16,4354.43,467.82,9429.28,,9926.86,7141.27,,,,,,35.56,CA,3,0,R,17902.0,0.0,0.0,0.0,0,17902.0
H0CA08069,2010,489230.81,18690.13,1368216.2,219467.45,17075.76,176358.86,3297.67,,,,750.0,,1058.02,CA,8,0,REP,7013.0,0.0,31771.0,0.0,0,38784.0
H0CA08069,2012,129395.44,13160.82,435221.12,56240.67,6885.0,1201.38,,,,,,750.0,,CA,12,0,R,16206.0,0.0,44478.0,0.0,0,60684.0
H0CA08069,2014,86402.08,9322.67,508830.25,21855.5,,,,,,,,,3431.45,CA,12,0,R,12922.0,0.0,32197.0,0.0,0,45119.0
H0CA10073,2010,192283.71,1182.88,72232.32,93640.0,5000.0,154845.65,1159.17,,,,,,8091.4,,,,,,,,,,
H0CA10073,2012,1265.6,,7566.67,,,,,,,,,,,,,,,,,,,,
H0CA10073,2014,186086.82,10053.98,16226.02,186230.46,15000.0,5649.19,1245.72,,,,,,11317.88,CA,11,0,D,59605.0,0.0,117502.0,0.0,1,177107.0
H0CA10123,2010,798726.34,15612.57,60594.4,1213543.99,104386.3,568733.99,19296.38,,,,,,254649.14,CA,11,0,REP,24626.0,0.0,112703.0,0.0,0,137329.0
H0CA10123,2012,69481.51000000001,1124.69,4906.49,,,,,,,,,,22945.46,,,,,,,,,,
H0CA10123,2014,12351.49,,,,,,,,,,,,,,,,,,,,,,
H0CA10149,2010,168719.03,204.71,6574.87,780.0,29000.0,147546.62,2555.78,,,,,,1265761.24,CA,10,1,DEM,62138.0,0.0,137578.0,0.0,1,199716.0
H0CA10149,2012,1061.16,,,,,,,,,,,,2034684.89,CA,3,1,D,59546.0,0.0,126882.0,0.0,1,186428.0
H0CA10180,2010,283.31,100.87,26.44,35.0,,357.64,,,,,,,25366.0,CA,10,0,REP,25331.0,0.0,88512.0,0.0,0,113843.0
H0CA10230,2010,13666.37,,,700.0,,,,,,,,,1713.39,CA,10,0,REP,21060.0,0.0,0.0,0.0,0,21060.0
H0CA11303,2010,237239.33,10984.48,41105.95,111401.66,10000.0,57092.89,58136.16,,0.0,,,,13675.81,CA,11,0,REP,18300.0,0.0,0.0,0.0,0,18300.0
H0CA11303,2012,2083.91,,,,,,,,0.0,,,,,,,,,,,,,,
H0CA11337,2010,205572.24,,,,,,,,,,,,14188.76,CA,11,0,REP,13355.0,0.0,0.0,0.0,0,13355.0
H0CA11337,2014,59607.25,,,,,,,,,,,,2350.51,CA,9,0,R,20424.0,0.0,57729.0,0.0,0,78153.0
H0CA11352,2014,204377.2,4788.22,168892.9,4722.6,2500.0,6740.55,,,,,,,8911.93,CA,7,0,R,7924.0,0.0,0.0,0.0,0,7924.0
H0CA13093,2010,92.0,,,,1740.0,,,,,,,,34.99,CA,13,0,DEM,9021.0,0.0,0.0,0.0,0,9021.0
H0CA13119,2010,1700.0,,,,,,,,,,,,,,,,,,,,,,
H0CA14042,2004,521515.09,7097.14,28663.15,226.62,,,,,,,,,46186.96,CA,4,1,R,105015.0,0.0,221926.0,0.0,1,326941.0
H0CA14042,2006,621063.76,23061.56,346558.27,1221790.87,96402.99,,,,,,,2000.0,13972.79,CA,4,1,REP,63731.0,0.0,135818.0,0.0,1,199549.0
H0CA14042,2008,239973.47,1871.71,159878.53,2673.37,,,,,,,,,2201.2,,,,,,,,,,
H0CA14042,2010,50.8,,41.35,,,,,,,,,,,,,,,,,,,,
H0CA14042,2012,1135.53,,25491.69,,,,,,,,,,,,,,,,,,,,
H0CA15189,2010,707.68,,644.58,1747.0,,,,,,,,,6360.0,CA,15,0,REP,12314.0,0.0,0.0,0.0,0,12314.0
H0CA16096,2010,12131.99,,238.0,18737.83,,2120.0,,,,,,,,CA,16,0,W(REP),285.0,0.0,0.0,0.0,0,285.0
H0CA16096,2010,12131.99,,238.0,18737.83,,2120.0,,,,,,,,CA,16,0,LIB,319.0,0.0,12304.0,0.0,0,12623.0
H0CA17185,2014,293.73,,654.0,12734.53,,1529.9,,,,,,,279.44,CA,20,0,NOP,23950.0,0.0,35010.0,0.0,0,58960.0
H0CA18050,2010,229118.88,1333.0,7469.71,39809.7,,45334.66,7186.43,,0.0,,,,6041.78,CA,18,0,REP,23978.0,0.0,51716.0,0.0,0,75694.0
H0CA18050,2012,6180.73,,,,,,,,,,,,,,,,,,,,,,
H0CA18050,2014,600.0,,,,,,,,,,,,,,,,,,,,,,
H0CA19124,2010,3182.57,,,,80.0,,,,,,,,20458.08,CA,19,0,DEM/W,18457.0,0.0,596.0,0.0,0,19053.0
H0CA19140,2010,27134.67,6859.38,32379.6,83033.8,,2987.11,784.11,,,,,,,CA,19,0,REP,22355.0,0.0,0.0,0.0,0,22355.0
H0CA19173,2010,200014.58,35090.53,96194.68,653903.83,56950.0,,,,,,,,90384.21,CA,19,0,REP,26594.0,0.0,128394.0,0.0,1,154988.0
H0CA19173,2012,308246.11999999994,71262.9,364254.67999999993,1876410.58,58000.0,,,,,,,,169398.93999999994,CA,10,1,R,45779.0,0.0,110265.0,0.0,1,156044.0
H0CA19173,2014,218106.53,69075.68,334543.04000000004,1118773.98,64550.0,,,,,,,8450.0,39146.03,CA,10,1,R,44237.0,0.0,70582.0,0.0,1,114819.0
H0CA19181,2010,45805.64,,30713.87,46695.84,,9537.92,483.41,,,,,,,CA,19,0,REP,9126.0,0.0,0.0,0.0,0,9126.0
H0CA20098,2010,235380.34,1122.01,49517.84,505033.34,5058.85,66901.71,,,,,,,12862.5,CA,20,0,REP,13770.0,0.0,43197.0,0.0,0,56967.0
H0CA20114,2010,23377.06,,,26807.37,,9887.28,,,,,,,47.93,CA,20,0,REP,4347.0,0.0,0.0,0.0,0,4347.0
H0CA23092,2010,6409.87,110.28,446.0,12159.4,,9824.36,,,,,,,25239.53,CA,23,0,REP,7044.0,0.0,0.0,0.0,0,7044.0
H0CA23100,2010,82645.29,2476.77,827.29,2025.0,,30542.96,,,,,,,30412.55,CA,23,0,REP,9429.0,0.0,0.0,0.0,0,9429.0
H0CA23118,2010,191260.34,24819.97,49089.18,150523.83,34493.16,116595.88,29103.64,,,,,,,CA,23,0,REP,15108.0,0.0,72744.0,0.0,0,87852.0
H0CA23118,2012,6765.7,2541.92,,675.0,,81.56,2388.0,,,,1016.9,,,,,,,,,,,,
H0CA23126,2010,43985.47,5900.0,,38919.78,,2135.6,100.0,,,,,,350.0,CA,23,0,REP,6670.0,0.0,0.0,0.0,0,6670.0
H0CA24108,2010,479.7,,,,,,,,,,,,,CA,24,0,DEM,9494.0,0.0,0.0,0.0,0,9494.0
H0CA24116,2010,59412.42,,4796.66,26844.7,,39153.88,1093.73,,5626.03,,,,39847.59,CA,24,0,DEM,19832.0,0.0,96279.0,0.0,0,116111.0
H0CA24116,2012,1706.72,607.36,,,,,,,,,,,,,,,,,,,,,
H0CA26087,2010,8802.34,293.0,1750.0,17383.6,,4485.28,10835.57,,,,,,,CA,26,0,AIP,705.0,0.0,12784.0,0.0,0,13489.0
H0CA26087,2012,12170.36,1331.89,979.91,6134.47,,7095.3,1546.75,,,,,,,CA,32,0,R,21843.0,0.0,65208.0,0.0,0,87051.0
H0CA27101,2010,144.82,666.69,8326.56,88211.51,4908.48,,1190.0,,,,,250.0,214.39,CA,27,0,REP,14172.0,0.0,55056.0,0.0,0,69228.0
H0CA27101,2012,837.44,,7314.0,29552.81,,,,,,,,,,CA,30,0,R,11991.0,0.0,0.0,0.0,0,11991.0
H0CA27101,2014,1689.54,,,2677.43,,,,,,,,,399.0,CA,30,0,R,14129.0,0.0,45315.0,0.0,0,59444.0
H0CA28091,2010,11861.31,,169.9,15308.38,,820.0,,,,,,1177.0,2850.0,CA,28,0,REP,10732.0,0.0,28493.0,0.0,0,39225.0
H0CA28091,2012,59.9,,,,,,,,,,,,,,,,,,,,,,
H0CA28117,2010,836.43,,,,,972.4,,,,,,,,CA,28,0,DEM,5203.0,0.0,0.0,0.0,0,5203.0
H0CA29099,2010,282987.57,10663.74,57999.82,169827.61,40750.0,92954.92,7518.3,,,,,,2066.53,CA,29,0,REP,24172.0,0.0,51534.0,0.0,0,75706.0
H0CA29107,2010,5590.32,,1750.0,9255.49,,,10835.57,,,,,,,CA,29,0,LIB,212.0,0.0,5218.0,0.0,0,5430.0
H0CA30063,2010,19798.78,,2862.28,15000.0,,3352.38,,,,,,,,CA,30,0,REP,4321.0,0.0,0.0,0.0,0,4321.0
H0CA30071,2010,18111.98,,16500.0,6000.0,15500.0,,,,,,,,776.42,CA,30,0,REP,4264.0,0.0,0.0,0.0,0,4264.0
H0CA30071,2012,384.0,,,,,,,,,,,,,,,,,,,,,,
H0CA30071,2014,539.06,,,,,,,,,,,,,,,,,,,,,,
H0CA30097,2010,15.34,458.15,,10164.0,,1130.17,279.15,,,,,,425.0,CA,30,0,REP,2444.0,0.0,0.0,0.0,0,2444.0
H0CA30113,2010,1320.81,,,6376.86,,1183.26,,,,,,,,CA,30,0,LIB,301.0,0.0,5021.0,0.0,0,5322.0
H0CA30113,2012,108.0,,,,,,,,,,132.73,,,,,,,,,,,,
H0CA31087,2004,103105.13,2382.52,205475.23,8284.71,5610.34,1935.24,252.16,,,,,,23264.78,CA,32,1,D,28948.0,0.0,119144.0,0.0,1,148092.0
H0CA31087,2006,77761.86,410.55,243069.49,956.25,16427.5,,1500.0,,,,,,24655.97,CA,32,1,DEM,30355.0,0.0,76059.0,0.0,1,106414.0
H0CA31087,2008,62660.43,2239.34,216595.09,1486.19,,,,,,,,,46350.47,CA,32,1,D,17345.0,0.0,130142.0,0.0,1,147487.0
H0CA31087,2010,10455.42,207.12,7000.0,,,,,,,,,,3493.09,,,,,,,,,,
H0CA31087,2014,4942.53,,,,,,,,,,,,,,,,,,,,,,
H0CA31111,2010,5590.32,,1750.0,9255.49,,,10835.57,,,,,,274.99,CA,31,0,REP,5256.0,0.0,14740.0,0.0,0,19996.0
H0CA31111,2012,224.0,,,,,,,,,,16.0,,3337.19,,,,,,,,,,
H0CA32101,2010,9368.27,,16319.61,,,4399.88,300.0,,,,,,1639249.44,CA,32,1,DEM,21718.0,0.0,77759.0,0.0,0,99477.0
H0CA32101,2012,210569.36,7669.01,221468.82,34643.48,,2510.11,560.0,,,,,,48617.76,CA,27,1,D,50203.0,0.0,154191.0,0.0,1,204394.0
H0CA32101,2014,371378.08,1575.99,82606.02,400.0,,9950.05,500.0,,,,,,16354.03,CA,27,1,D,39915.0,0.0,75728.0,0.0,1,115643.0
H0CA32325,2010,5590.32,,1750.0,9255.49,,,10835.57,,,,,,,CA,32,0,REP,11567.0,0.0,31697.0,0.0,0,43264.0
H0CA33083,2010,31043.9,,60017.42,18888.05,,,,,,,,,1348.9,CA,33,0,DEM,3096.0,0.0,0.0,0.0,0,3096.0
H0CA33174,2010,5590.32,,1750.0,9255.49,,,10835.57,,,,,,,CA,33,0,REP,3785.0,0.0,21342.0,0.0,0,25127.0
H0CA33182,2010,1072.71,,,,,,,,,,,100.0,1740.0,CA,33,0,DEM,1937.0,0.0,0.0,0.0,0,1937.0
H0CA35112,2010,7330.32,2046.67,17364.29,9255.49,,,10835.57,,,,,,,CA,35,0,REP,7343.0,0.0,25561.0,0.0,0,32904.0
H0CA36128,2010,368.91,,,4041.0,,14197.23,,,,,,,,CA,36,0,REP,14254.0,0.0,0.0,0.0,0,14254.0
H0CA36136,2010,93537.37,3158.18,8000.0,33370.13,,2383.45,,,,,,,24807.68,CA,36,0,REP,16679.0,0.0,66706.0,0.0,0,83385.0
H0CA37142,2010,990.0,,,10464.44,,9762.94,288.0,,,,,,,CA,37,0,DEM,1955.0,0.0,0.0,0.0,0,1955.0
H0CA37159,2010,1808541.1,,,,,,,,,,,,7079.94,CA,37,0,REP,9894.0,0.0,29159.0,0.0,0,39053.0
H0CA37159,2012,38004.82,,,,,,,,,,,,,,,,,,,,,,
H0CA38116,2010,5590.32,,1750.0,9255.49,,,10835.57,,,,,,,CA,38,0,REP,10324.0,0.0,30883.0,0.0,0,41207.0
H0CA39080,2010,25869.6,,15727.84,5363.0,84.0,661.0,258.0,,,,,,,CA,39,0,REP,17062.0,0.0,42037.0,0.0,0,59099.0
H0CA39080,2012,858.82,,,,,,,,,,,,,,,,,,,,,,
H0CA39098,2010,5590.32,,1750.0,9255.49,,,10835.57,,,,,,,CA,39,0,AIP,342.0,0.0,5334.0,0.0,0,5676.0
H0CA42167,2010,27707.28,,,5925.0,,,,,,,,,,CA,42,0,REP,7113.0,0.0,0.0,0.0,0,7113.0
H0CA42175,2010,127480.6,,8589.55,629756.37,,21485.56,810.72,,,,,,4800.0,CA,42,0,REP,25181.0,0.0,0.0,0.0,0,25181.0
H0CA42175,2012,112798.23,5935.74,13297.16,495238.04,,,3334.26,,,,,,,CA,8,0,R,12277.0,0.0,0.0,0.0,0,12277.0
H0CA42191,2010,5590.32,,1750.0,9255.49,,,10835.57,,,,,,,CA,42,0,LIB,371.0,0.0,12115.0,0.0,0,12486.0
H0CA45012,2004,219755.8,18962.94,169670.45,169686.35,8250.0,54137.84,17649.09,,,,,,19101.97,CA,50,1,R,81854.0,0.0,169025.0,0.0,1,250879.0
H0CA45012,2006,665746.91,2946.17,62608.34,300.0,16800.0,2525.0,3373.55,,9.99,,1000.0,,,,,,,,,,,,
H0CA45053,2010,511826.13,19511.03,47588.78,1100921.42,26300.0,94587.74,,,,,,,44197.34,CA,45,0,DEM,33235.0,0.0,87141.0,0.0,0,120376.0
H0CA45053,2012,1898.55,,,,,,,,,,,,2742.85,,,,,,,,,,
H0CA45061,2012,7675.0,,,8207.62,,,,,,,,,,CA,42,0,R,6374.0,0.0,0.0,0.0,0,6374.0
H0CA46069,2010,8141.56,,1250.63,2879.2,,2618.17,50.0,,,,,,1628.4,CA,46,0,DEM,19735.0,0.0,84940.0,0.0,0,104675.0
H0CA46069,2012,611.85,,,,,,,,,,,,,,,,,,,,,,
H0CA47067,2010,382965.46,27778.06,130381.39,731055.95,56553.92,,,,,,,,13178.28,CA,47,0,REP,10706.0,0.0,37679.0,0.0,0,48385.0
H0CA47067,2012,4494.8,958.91,,,,,,,,,,,,,,,,,,,,,
H0CA47083,2010,17374.48,,2400.0,39789.0,,3443.0,4221.0,,,,,,33477.81,CA,47,0,IND,0.0,0.0,7443.0,0.0,0,7443.0
H0CA47109,2010,8670.46,,,3660.0,,28850.33,500.0,,,,,,,CA,47,0,REP,3876.0,0.0,0.0,0.0,0,3876.0
H0CA48024,2010,873055.53,1050.0,,,,,,,,,,,149155.75,CA,49,1,REP,60447.0,0.0,119088.0,0.0,1,179535.0
H0CA48024,2012,1045593.48,,,,,,,,,,,,3138.02,CA,49,1,R,71329.0,0.0,159725.0,0.0,1,231054.0
H0CA48024,2014,1933304.06,,,,,,,,,,,,23183.74,CA,49,1,R,56558.0,0.0,98161.0,0.0,1,154719.0
H0CA48032,2004,4343.68,,15978.67,,,,,,,,,,1266.0,,,,,,,,,,
H0CA48032,2006,73211.28,2233.16,68302.92,129513.97,15800.0,183230.75,3429.1,,,,,,40550.15,CA,50,0,REP,4788.0,0.0,0.0,0.0,0,4788.0
H0CA48032,2008,600.0,,,,,,,,,,,,,,,,,,,,,,
H0CA48032,2012,695.28,,,,,,,,,,,,,,,,,,,,,,
H0CA48131,2010,281203.41,7102.03,71543.67,17061.0,28427.23,278811.78,2750.0,,,,,,2322.33,CA,48,0,DEM,30818.0,0.0,88465.0,0.0,0,119283.0
H0CA48131,2012,216.0,,600.0,,,,,,,,,,,,,,,,,,,,
H0CA49055,2004,192592.04,1479.0,18402.9,,24361.2,,3171.14,,,,,,2719.51,CA,53,1,D,55791.0,0.0,146449.0,0.0,1,202240.0
H0CA49055,2006,183303.78,479.8,16949.48,1629.18,2500.0,,120.0,,,,,,,CA,53,1,DEM,41231.0,0.0,97541.0,0.0,1,138772.0
H0CA49055,2008,154174.48,,91563.85,360.0,15000.0,53.88,2673.2,,,,53925.0,,1818.38,CA,53,1,D,43171.0,0.0,161315.0,0.0,1,204486.0
H0CA49055,2010,545846.29,2375.02,4927.28,3500.36,,3678.56,3148.31,,,,,,1078.89,CA,53,1,DEM,42976.0,0.0,104800.0,0.0,1,147776.0
H0CA49055,2012,585229.8,1614.04,11623.23,448.0,,,1723.25,,,,350.19,,17920.36,CA,53,1,D,70462.0,0.0,164825.0,0.0,1,235287.0
H0CA49055,2014,390886.64,,3269.6,,,,,,,,428.75,,10350.0,CA,53,1,D,50041.0,0.0,87104.0,0.0,1,137145.0
H0CA49089,2010,5927.7,355.02,,1090.14,,719.93,,,,,,,344.32,CA,49,0,DEM,25948.0,0.0,59714.0,0.0,0,85662.0
H0CA49089,2012,350.0,,,,,,,,,,,,,,,,,,,,,,
H0CA50061,2010,16874.13,,7811.0,,1500.0,,,,,,,,120986.75,CA,50,0,DEM,15370.0,0.0,0.0,0.0,0,15370.0
H0CA51036,2010,50029.5,4417.73,46823.99,158398.15,,53767.28,22797.09,,,,,,10967.36,CA,51,0,REP,27286.0,0.0,57488.0,0.0,0,84774.0
H0CA51036,2012,26613.23,4952.17,12982.6,37413.56,2841.75,10738.34,10035.35,,,,,,1712.22,CA,53,0,R,51423.0,0.0,103482.0,0.0,0,154905.0
H0CA51036,2014,2461.52,,,,,,,,,,250.0,,,,,,,,,,,,
H0CA53032,2010,11105.78,,4051.68,24169.1,,,,,,,,,2000.0,CA,53,0,REP,6527.0,0.0,0.0,0.0,0,6527.0
H0CA53032,2012,488.49,,,,,,,,,,,,,,,,,,,,,,
H0CO01078,2010,45459.39,,39444.73,78349.06,4500.0,23726.9,2085.33,,,,,,,CO,1,0,REP,13970.0,0.0,59747.0,0.0,0,73717.0
H0CO01110,2010,763.06,5.0,506.35,11881.06,,469.75,,,,,,,19.91,CO,1,0,LIB,216.0,0.0,2867.0,0.0,0,3083.0
H0CO01110,2012,127.44,27.43,,,,,,,,,,,,,,,,,,,,,
H0CO02134,2010,60533.29,,3239.63,26046.44,3695.0,19896.78,6286.02,,,,,,9135.58,CO,2,0,REP,23439.0,0.0,98194.0,0.0,0,121633.0
H0CO02142,2010,4620.71,557.03,5809.4,24793.45,,5390.71,906.71,,,,,,600.0,CO,2,0,REP,10353.0,0.0,0.0,0.0,0,10353.0
H0CO03090,2010,35953.98,,336.59,39745.11,,,2000.0,,,,,,94665.15,CO,3,0,REP,31214.0,0.0,0.0,0.0,0,31214.0
H0CO04122,2012,13800.31,,,,,,,,,,,,1562415.2199999997,CO,4,1,R,49340.0,0.0,200006.0,0.0,1,249346.0
H0CO04122,2014,12351.49,,,,,,,,,,,,12376959.43,,,,,,,,,,
H0CO06077,2010,9800.0,,22.73,,,515.01,,,,,,18.18,137429.02,CO,6,0,DEM,37950.0,0.0,104159.0,0.0,0,142109.0
H0CO06085,2010,2809.9,285.47,3100.19,969.28,,2474.45,689.58,,,,,,8305.0,CO,6,0,LIB,0.0,0.0,9471.0,0.0,0,9471.0
H0CO07067,2010,119633.9,,2787.21,53654.3,15861.0,2227.98,8818.52,,,,,,6238.4,CO,7,0,REP,14835.0,0.0,0.0,0.0,0,14835.0
H0CT01068,2010,3663.64,179.05,1473.12,13100.0,,3829.69,1246.09,,,,,,80.0,CT,1,0,REP,7791.0,0.0,0.0,0.0,0,7791.0
H0CT01076,2010,26900.07,1900.0,9645.24,219300.58,1500.0,46681.8,2152.02,,,,,,422.7,CT,1,0,REP,11438.0,0.0,84076.0,0.0,0,95514.0
H0CT02124,2004,123162.88,319.0,59598.31,,,,,,,,,,2413240.62,CT,2,1,R,0.0,0.0,166412.0,0.0,1,166412.0
H0CT02124,2006,13250.13,15000.0,74333.78,,,,,,,,,,3224979.37,CT,2,1,REP,0.0,0.0,121165.0,0.0,0,121165.0
H0CT02124,2008,24538.74,,,,,,,,,,,,55878.22,,,,,,,,,,
H0CT02132,2010,42654.48,600.87,28495.49,13216.85,3000.0,,,,,,,,6614.55,CT,2,0,REP,0.0,0.0,0.0,0.0,0,0.0
H0CT02140,2010,8709.1,3141.49,10158.55,20741.88,,205.93,201.68,,,,,,13197.68,CT,2,0,REP,9872.0,0.0,0.0,0.0,0,9872.0
