cand_id,cycle,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,state_abbreviation,district,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,total_votes
H2NY24036,2012,,,,,,,,,,,,,325.48,,,,,,,,,,
H2NY24036,2014,,,,,,,,,,,,,923.21,,,,,,,,,,
H2NY25017,2004,,,,,,,,,,,,,1474703.14,NY,24,1,,0.0,0.0,143000.0,0.0,1,143000.0
H2NY25017,2004,,,,,,,,,,,,,1474703.14,NY,24,1,IDP,0.0,0.0,14507.0,0.0,0,14507.0
H2NY25017,2004,,,,,,,,,,,,,1474703.14,NY,24,1,R,22908.0,0.0,128493.0,0.0,0,151401.0
H2NY25017,2006,,,,,,,,,,,,,332668.06,,,,,,,,,,
H2NY25017,2008,,,,,,,,,,,,,19008.12,,,,,,,,,,
H2NY26080,2004,,,,,,,,,,,,,468293.3,NY,22,1,,0.0,0.0,167489.0,0.0,1,167489.0
H2NY26080,2004,,,,,,,,,,,,,468293.3,NY,22,1,D,0.0,0.0,148588.0,0.0,0,148588.0
H2NY26080,2004,,,,,,,,,,,,,468293.3,NY,22,1,IDP,0.0,0.0,10349.0,0.0,0,10349.0
H2NY26080,2004,,,,,,,,,,,,,468293.3,NY,22,1,WF,0.0,0.0,8552.0,0.0,0,8552.0
H2NY26080,2008,,,,,,,,,,,,,516824.17,NY,22,1,D,0.0,0.0,147238.0,0.0,1,147238.0
H2NY26080,2008,,,,,,,,,,,,,516824.17,NY,22,1,IDP,0.0,0.0,11320.0,0.0,0,11320.0
H2NY26080,2008,,,,,,,,,,,,,516824.17,NY,22,1,WF,0.0,0.0,10000.0,0.0,0,10000.0
H2NY26080,2010,,,,,,,,,,,,,1069954.63,NY,22,1,,0.0,0.0,0.0,0.0,0,0.0
H2NY26080,2010,,,,,,,,,,,,,1069954.63,NY,22,1,DEM,0.0,0.0,83849.0,0.0,1,83849.0
H2NY26080,2010,,,,,,,,,,,,,1069954.63,NY,22,1,WF,0.0,0.0,8886.0,0.0,0,8886.0
H2NY26080,2010,,,,,,,,,,,,,1069954.63,NY,22,1,IDP,0.0,0.0,5926.0,0.0,0,5926.0
H2NY26080,2012,,,,,,,,,,,,,225775.39,,,,,,,,,,
H2OH03067,2004,,,,,,,,,,,,,992749.92,OH,3,1,R,48482.0,0.0,197290.0,0.0,1,245772.0
H2OH03067,2006,,,,,,,,,,,,,1057688.27,OH,3,1,REP,35511.0,0.0,127978.0,0.0,1,163489.0
H2OH03067,2008,,,,,,,,,,,,,1001839.15,OH,3,1,R,61915.0,0.0,200204.0,0.0,1,262119.0
H2OH03117,2012,,,,,,,,,,,,,165197.09,OH,3,0,D,4895.0,0.0,0.0,0.0,0,4895.0
H2OH03117,2014,,,,,,,,,,,,,0.5,,,,,,,,,,
H2OH04032,2004,,,,,,,,,,,,,1471403.76,OH,4,1,R,65979.0,0.0,167807.0,0.0,1,233786.0
H2OH04032,2006,,,,,,,,,,,,,309464.02,,,,,,,,,,
H2OH04032,2008,,,,,,,,,,,,,21383.08,,,,,,,,,,
H2OH05021,2012,,,,,,,,,,,,,461477.58,OH,5,0,D,25530.0,0.0,137806.0,0.0,0,163336.0
H2OH05021,2014,,,,,,,,,,,,,3939.32,,,,,,,,,,
H2OH07167,2014,,,,,,,,,,,,,8930.37,,,,,,,,,,
H2OH09031,2004,,,,,,,,,,,,,441147.73,OH,9,1,D,58053.0,0.0,205149.0,0.0,1,263202.0
H2OH09031,2006,,,,,,,,,,,,,202350.31,OH,9,1,DEM,44234.0,0.0,153880.0,0.0,1,198114.0
H2OH09031,2008,,,,,,,,,,,,,223825.27,OH,9,1,D,118814.0,0.0,222054.0,0.0,1,340868.0
H2OH09031,2010,,,,,,,,,,,,,876349.15,OH,9,1,DEM,33637.0,0.0,121819.0,0.0,1,155456.0
H2OH09031,2014,,,,,,,,,,,,,321019.26,OH,9,1,D,32464.0,0.0,108870.0,0.0,1,141334.0
H2OH09114,2014,,,,,,,,,,,,,9229.54,,,,,,,,,,
H2OH12100,2012,,,,,,,,,,,,,16669.92,OH,12,0,D,14312.0,0.0,134614.0,0.0,0,148926.0
H2OH12100,2014,,,,,,,,,,,,,213.38,,,,,,,,,,
H2OH13033,2004,,,,,,,,,,,,,335740.76,OH,13,1,D,69455.0,0.0,201004.0,0.0,1,270459.0
H2OH13033,2006,,,,,,,,,,,,,10287818.64,,,,,,,,,,
H2OH13033,2008,,,,,,,,,,,,,1108254.0,,,,,,,,,,
H2OH13033,2010,,,,,,,,,,,,,1105798.32,,,,,,,,,,
H2OH13033,2012,,,,,,,,,,,,,30122132.35,,,,,,,,,,
H2OH13033,2014,,,,,,,,,,,,,1124896.44,,,,,,,,,,
H2OH15046,2004,,,,,,,,,,,,,361882.98,OH,15,1,R,36860.0,0.0,166520.0,0.0,1,203380.0
H2OH17109,2006,,,,,,,,,,,,,329371.96,OH,17,1,DEM,71532.0,0.0,170369.0,0.0,1,241901.0
H2OH17109,2008,,,,,,,,,,,,,705247.57,OH,17,1,D,138610.0,0.0,218896.0,0.0,1,357506.0
H2OH17109,2010,,,,,,,,,,,,,781817.64,OH,17,1,DEM,48750.0,0.0,102758.0,0.0,1,151508.0
H2OH17109,2012,,,,,,,,,,,,,707745.09,OH,13,1,D,56670.0,0.0,235492.0,0.0,1,292162.0
H2OH17109,2014,,,,,,,,,,,,,715887.95,OH,13,1,D,45585.0,0.0,120230.0,0.0,1,165815.0
H2OK01085,2004,,,,,,,,,,,,,304608.13,OK,1,0,D,0.0,0.0,116731.0,0.0,0,116731.0
H2OK01085,2006,,,,,,,,,,,,,8627.72,,,,,,,,,,
H2OK02133,2012,,,,,,,,,,,,,504006.13,OK,2,0,D,28632.0,18926.0,0.0,0.0,0,47558.0
H2OK02158,2012,,,,,,,,,,,,,1190208.72,OK,2,0,D,31793.0,25105.0,96081.0,0.0,0,152979.0
H2OK03081,2014,,,,,,,,,,,,,51.07,OK,3,0,R,3449.0,0.0,0.0,0.0,0,3449.0
H2OR05167,2012,,,,,,,,,,,,,20497.27,OR,5,0,R,16174.0,0.0,0.0,0.0,0,16174.0
H2PA02055,2012,,,,,,,,,,,,,179387.84,PA,2,1,D,87620.0,0.0,318176.0,0.0,1,405796.0
H2PA06080,2012,,,,,,,,,,,,,1158259.29,PA,17,1,D,24953.0,0.0,0.0,0.0,0,24953.0
H2PA08102,2014,,,,,,,,,,,,,7410.62,,,,,,,,,,
H2PA09092,2014,,,,,,,,,,,,,38971.35,PA,9,0,R,5885.0,0.0,0.0,0.0,0,5885.0
H2PA10090,2012,,,,,,,,,,,,,166176.72,PA,10,0,D,19291.0,0.0,94227.0,0.0,0,113518.0
H2PA11098,2004,,,,,,,,,,,,,38282.31,,,,,,,,,,
H2PA11106,2014,,,,,,,,,,,,,2493.66,,,,,,,,,,
H2PA13094,2004,,,,,,,,,,,,,84904.83,PA,13,0,R,15492.0,0.0,0.0,0.0,0,15492.0
H2PA14092,2014,,,,,,,,,,,,,6701.92,PA,14,0,D,10806.0,0.0,0.0,0.0,0,10806.0
H2PA18143,2010,,,,,,,,,,,,,1169640.95,PA,18,1,REP,47785.0,0.0,161888.0,0.0,1,209673.0
H2PA18143,2012,,,,,,,,,,,,,2465087.49,PA,18,1,R,32854.0,0.0,216727.0,0.0,1,249581.0
H2PA18143,2014,,,,,,,,,,,,,855904.55,PA,18,1,R,19575.0,0.0,166076.0,0.0,1,185651.0
H2PA18150,2010,,,,,,,,,,,,,1367.0,,,,,,,,,,
H2RI01145,2004,,,,,,,,,,,,,2076347.79,RI,1,0,R,385.0,0.0,69819.0,0.0,0,70204.0
H2RI01145,2006,,,,,,,,,,,,,474039.28,,,,,,,,,,
H2RI01145,2008,,,,,,,,,,,,,17234.31,,,,,,,,,,
H2SC01069,2014,,,,,,,,,,,,,150.0,,,,,,,,,,
H2SC02059,2004,,,,,,,,,,,,,657640.98,SC,2,1,R,0.0,0.0,181862.0,0.0,1,181862.0
H2SC03057,2004,,,,,,,,,,,,,486524.14,SC,3,1,R,0.0,0.0,191052.0,0.0,1,191052.0
H2SC04097,2012,,,,,,,,,,,,,7795.68,SC,4,0,D,1528.0,0.0,0.0,0.0,0,1528.0
H2SC04105,2012,,,,,,,,,,,,,200.0,SC,4,0,WF,0.0,0.0,5877.0,0.0,0,5877.0
H2SC04105,2012,,,,,,,,,,,,,200.0,SC,4,0,D,3678.0,0.0,84087.0,0.0,0,87765.0
H2SC05052,2004,,,,,,,,,,,,,359504.66,SC,5,1,D,0.0,0.0,152867.0,0.0,1,152867.0
H2SC05052,2008,,,,,,,,,,,,,441092.83,SC,5,1,D,0.0,0.0,188785.0,0.0,1,188785.0
H2SC05052,2010,,,,,,,,,,,,,2280902.67,SC,5,1,DEM,0.0,0.0,102296.0,0.0,0,102296.0
H2SC05052,2012,,,,,,,,,,,,,17422.31,,,,,,,,,,
H2SC05052,2014,,,,,,,,,,,,,1453.08,,,,,,,,,,
H2SC07058,2014,,,,,,,,,,,,,9638.66,,,,,,,,,,
H2SC07066,2014,,,,,,,,,,,,,568636.85,SC,7,1,R,0.0,0.0,102833.0,0.0,1,102833.0
H2SC07074,2012,,,,,,,,,,,,,392088.73,SC,7,0,R,8107.0,0.0,0.0,0.0,0,8107.0
H2SC07074,2014,,,,,,,,,,,,,1727.03,,,,,,,,,,
H2SC07124,2012,,,,,,,,,,,,,391249.97,SC,7,0,R,3824.0,0.0,0.0,0.0,0,3824.0
H2SC07140,2012,,,,,,,,,,,,,568.0,SC,7,0,D,1132.0,0.0,0.0,0.0,0,1132.0
H2SC07140,2014,,,,,,,,,,,,,147.0,,,,,,,,,,
H2SD00134,2014,,,,,,,,,,,,,1024.0,,,,,,,,,,
H2TN03052,2004,,,,,,,,,,,,,866558.96,TN,3,1,R,30183.0,0.0,166154.0,0.0,1,196337.0
H2TN03052,2006,,,,,,,,,,,,,1294710.68,TN,3,1,REP,57569.0,0.0,130791.0,0.0,1,188360.0
H2TN03052,2008,,,,,,,,,,,,,1305981.02,TN,3,1,R,31782.0,0.0,184964.0,0.0,1,216746.0
H2TN03052,2010,,,,,,,,,,,,,369894.57,,,,,,,,,,
H2TN03052,2012,,,,,,,,,,,,,41502.32,,,,,,,,,,
H2TN03169,2012,,,,,,,,,,,,,22925.58,TN,3,0,R,926.0,0.0,0.0,0.0,0,926.0
H2TN04258,2012,,,,,,,,,,,,,663358.29,TN,4,0,D,17378.0,0.0,102022.0,0.0,0,119400.0
H2TN04258,2014,,,,,,,,,,,,,2347.94,,,,,,,,,,
H2TN05131,2006,,,,,,,,,,,,,233213.8,TN,5,1,DEM,38148.0,0.0,122919.0,0.0,1,161067.0
H2TN05131,2010,,,,,,,,,,,,,1136157.47,TN,5,1,DEM,28660.0,0.0,99162.0,0.0,1,127822.0
H2TN05131,2012,,,,,,,,,,,,,572192.45,TN,5,1,D,28110.0,0.0,171621.0,0.0,1,199731.0
H2TN05271,2012,,,,,,,,,,,,,41735.64,TN,5,0,R,5462.0,0.0,86240.0,0.0,0,91702.0
H2TN05271,2014,,,,,,,,,,,,,557.26,,,,,,,,,,
H2TN08077,2006,,,,,,,,,,,,,30637.14,,,,,,,,,,
H2TN08077,2008,,,,,,,,,,,,,29676.62,TN,8,0,W(R)/W,23.0,0.0,54.0,0.0,0,77.0
H2TN08077,2010,,,,,,,,,,,,,11747.29,TN,8,0,W(REP)/W,4.0,0.0,9.0,0.0,0,13.0
H2TN08077,2012,,,,,,,,,,,,,3125.07,TN,8,0,IND,0.0,0.0,6139.0,0.0,0,6139.0
H2TN08077,2014,,,,,,,,,,,,,423.1,TN,8,0,IND,0.0,0.0,3452.0,0.0,0,3452.0
H2TN09158,2012,,,,,,,,,,,,,23513.01,TN,9,0,R,1858.0,0.0,0.0,0.0,0,1858.0
H2TX00015,2004,,,,,,,,,,,,,256719.51,TX,30,1,D,25719.0,0.0,144513.0,0.0,1,170232.0
H2TX00015,2006,,,,,,,,,,,,,386570.0,TX,30,1,DEM,17490.0,0.0,81348.0,0.0,1,98838.0
H2TX00015,2008,,,,,,,,,,,,,309697.75,TX,30,1,D,90425.0,0.0,168249.0,0.0,1,258674.0
H2TX00015,2010,,,,,,,,,,,,,472119.04,TX,30,1,DEM,23725.0,0.0,86322.0,0.0,1,110047.0
H2TX00015,2012,,,,,,,,,,,,,804459.84,TX,30,1,D,23346.0,0.0,171059.0,0.0,1,194405.0
H2TX13075,2012,,,,,,,,,,,,,14591.66,TX,13,0,R,13637.0,0.0,0.0,0.0,0,13637.0
H2TX13075,2014,,,,,,,,,,,,,19655.79,TX,13,0,R,8723.0,0.0,0.0,0.0,0,8723.0
H2TX14123,2012,,,,,,,,,,,,,555125.95,TX,14,0,R,8287.0,13792.0,0.0,0.0,0,22079.0
H2TX14164,2012,,,,,,,,,,,,,13352.76,TX,14,0,R,554.0,0.0,0.0,0.0,0,554.0
H2TX15054,2012,,,,,,,,,,,,,3839.67,TX,15,0,D,5008.0,0.0,0.0,0.0,0,5008.0
H2TX16193,2012,,,,,,,,,,,,,129394.16,TX,16,0,R,5268.0,0.0,51043.0,0.0,0,56311.0
H2TX21052,2004,,,,,,,,,,,,,860.15,,,,,,,,,,
H2TX23058,2004,,,,,,,,,,,,,994317.46,TX,23,1,R,21299.0,0.0,170716.0,0.0,1,192015.0
H2TX23058,2006,,,,,,,,,,,,,3636502.24,TX,23,1,REP,17929.0,0.0,0.0,0.0,0,17929.0
H2TX23058,2006,,,,,,,,,,,,,3636502.24,TX,23,1,REP,0.0,0.0,60175.0,32217.0,0,92392.0
H2TX23058,2008,,,,,,,,,,,,,1573051.32,,,,,,,,,,
H2TX23058,2012,,,,,,,,,,,,,5950.0,,,,,,,,,,
H2TX23082,2006,,,,,,,,,,,,,1667949.23,TX,28,1,DEM,24256.0,0.0,0.0,0.0,1,24256.0
H2TX23082,2006,,,,,,,,,,,,,1667949.23,TX,28,1,DEM,0.0,0.0,52574.0,0.0,0,52574.0
H2TX23082,2008,,,,,,,,,,,,,687522.54,TX,28,1,D,84819.0,0.0,123494.0,0.0,1,208313.0
H2TX23082,2010,,,,,,,,,,,,,783666.2,TX,28,1,DEM,48634.0,0.0,62773.0,0.0,0,111407.0
H2TX23082,2012,,,,,,,,,,,,,747682.0299999998,TX,28,1,D,35350.0,0.0,112456.0,0.0,1,147806.0
H2TX23124,2012,,,,,,,,,,,,,1721820.3,TX,23,0,D,16202.0,15815.0,96676.0,0.0,1,128693.0
H2TX25178,2004,,,,,,,,,,,,,969580.37,TX,9,1,D,8492.0,0.0,0.0,0.0,0,8492.0
H2TX25228,2012,,,,,,,,,,,,,26100.53,TX,25,0,R,1824.0,0.0,0.0,0.0,0,1824.0
H2TX26127,2006,,,,,,,,,,,,,9516.0,TX,24,0,DEM,3089.0,0.0,52075.0,0.0,0,55164.0
H2TX27026,2004,,,,,,,,,,,,,531425.98,TX,27,1,D,44849.0,0.0,112081.0,0.0,1,156930.0
H2TX27026,2008,,,,,,,,,,,,,652366.87,TX,27,1,D,77513.0,0.0,104864.0,0.0,1,182377.0
H2TX27026,2010,,,,,,,,,,,,,1157625.87,TX,27,1,DEM,21948.0,0.0,50226.0,0.0,0,72174.0
H2TX27133,2014,,,,,,,,,,,,,3131.2,,,,,,,,,,
H2TX27158,2012,,,,,,,,,,,,,197580.78,TX,34,0,D,5810.0,7824.0,0.0,0.0,0,13634.0
H2TX27166,2012,,,,,,,,,,,,,156079.88,TX,34,0,D,5575.0,0.0,0.0,0.0,0,5575.0
H2TX27190,2012,,,,,,,,,,,,,706842.73,TX,34,0,D,18233.0,15628.0,89606.0,0.0,1,123467.0
H2TX27190,2014,,,,,,,,,,,,,417415.01,TX,34,1,D,26237.0,0.0,47503.0,0.0,1,73740.0
H2TX27224,2012,,,,,,,,,,,,,112182.06,TX,27,0,D,8231.0,4565.0,0.0,0.0,0,12796.0
H2TX28040,2012,,,,,,,,,,,,,32824.61,TX,15,0,R,4551.0,6403.0,54056.0,0.0,0,65010.0
H2TX29030,2004,,,,,,,,,,,,,374425.48,TX,29,1,D,9337.0,0.0,78256.0,0.0,1,87593.0
H2TX29030,2006,,,,,,,,,,,,,359461.52,TX,29,1,DEM,4538.0,0.0,37174.0,0.0,1,41712.0
H2TX29030,2008,,,,,,,,,,,,,390140.46,TX,29,1,D,42222.0,0.0,79718.0,0.0,1,121940.0
H2TX29030,2010,,,,,,,,,,,,,695726.84,TX,29,1,DEM,9567.0,0.0,43257.0,0.0,1,52824.0
H2TX29030,2014,,,,,,,,,,,,,327200.31,TX,29,1,D,6244.0,0.0,41321.0,0.0,1,47565.0
H2TX30087,2012,,,,,,,,,,,,,435063.88,TX,30,0,D,3981.0,0.0,0.0,0.0,0,3981.0
H2TX31044,2010,,,,,,,,,,,,,438602.18,TX,31,1,REP,52321.0,0.0,126384.0,0.0,1,178705.0
H2TX31044,2012,,,,,,,,,,,,,575732.55,TX,31,1,R,32917.0,0.0,145348.0,0.0,1,178265.0
H2TX32067,2014,,,,,,,,,,,,,373.31,,,,,,,,,,
H2TX33040,2012,,,,,,,,,,,,,2967708.83,TX,25,0,R,12894.0,26495.0,154245.0,0.0,1,193634.0
H2TX33065,2012,,,,,,,,,,,,,3525.0,TX,33,0,R,3706.0,0.0,30252.0,0.0,0,33958.0
H2TX33081,2012,,,,,,,,,,,,,83868.07,TX,33,0,D,2372.0,0.0,0.0,0.0,0,2372.0
H2TX33123,2012,,,,,,,,,,,,,117252.98,TX,6,0,D,6609.0,0.0,98053.0,0.0,0,104662.0
H2TX33131,2012,,,,,,,,,,,,,2281886.72,TX,33,0,D,4715.0,9653.0,0.0,0.0,0,14368.0
H2TX33131,2014,,,,,,,,,,,,,22567.19,,,,,,,,,,
H2TX33180,2012,,,,,,,,,,,,,96495.32,TX,33,0,D,482.0,0.0,0.0,0.0,0,482.0
H2TX35011,2012,,,,,,,,,,,,,1244421.5,TX,20,0,D,16562.0,0.0,119032.0,0.0,1,135594.0
H2TX35011,2014,,,,,,,,,,,,,719081.84,TX,20,1,D,16275.0,0.0,66554.0,0.0,1,82829.0
H2TX35029,2012,,,,,,,,,,,,,166656.87,TX,35,0,R,6040.0,0.0,52894.0,0.0,0,58934.0
H2TX35029,2014,,,,,,,,,,,,,224141.1,TX,35,0,R,9717.0,0.0,32040.0,0.0,0,41757.0
H2TX36050,2012,,,,,,,,,,,,,7293.05,TX,36,0,R,1558.0,0.0,0.0,0.0,0,1558.0
H2UT00013,2012,,,,,,,,,,,,,50189.8,UT,2,0,R,0.0,0.0,0.0,0.0,0,0.0
H2UT01094,2004,,,,,,,,,,,,,419872.9,UT,1,1,R,0.0,0.0,199615.0,0.0,1,199615.0
H2UT01094,2006,,,,,,,,,,,,,220829.02,UT,1,1,REP,0.0,0.0,112546.0,0.0,1,112546.0
H2UT01094,2008,,,,,,,,,,,,,289278.05,UT,1,1,R,0.0,0.0,196799.0,0.0,1,196799.0
H2UT01094,2010,,,,,,,,,,,,,228847.26,UT,1,1,REP,0.0,0.0,135247.0,0.0,1,135247.0
H2UT01094,2012,,,,,,,,,,,,,236769.53,UT,1,1,R,0.0,0.0,175487.0,0.0,1,175487.0
H2UT01094,2014,,,,,,,,,,,,,252637.7,UT,1,1,R,0.0,0.0,84231.0,0.0,1,84231.0
H2UT02167,2008,,,,,,,,,,,,,9035.07,,,,,,,,,,
H2UT02191,2004,,,,,,,,,,,,,430211.08,UT,2,0,R,24960.0,0.0,0.0,0.0,0,24960.0
H2UT02282,2012,,,,,,,,,,,,,243557.7,UT,2,0,R,0.0,0.0,0.0,0.0,0,0.0
H2UT02282,2014,,,,,,,,,,,,,26162.54,,,,,,,,,,
H2UT02324,2014,,,,,,,,,,,,,538236.51,UT,2,1,R,0.0,0.0,88915.0,0.0,1,88915.0
H2UT02357,2014,,,,,,,,,,,,,3621.96,,,,,,,,,,
H2UT03207,2004,,,,,,,,,,,,,73465.73,UT,3,0,R,19672.0,0.0,0.0,0.0,0,19672.0
H2UT03207,2006,,,,,,,,,,,,,1551.94,,,,,,,,,,
H2UT04031,2012,,,,,,,,,,,,,20256.81,UT,4,0,R,0.0,0.0,0.0,0.0,0,0.0
H2UT04049,2014,,,,,,,,,,,,,233982.2,UT,4,0,R,0.0,0.0,0.0,0.0,0,0.0
H2VA01066,2014,,,,,,,,,,,,,904.54,,,,,,,,,,
H2VA02049,2012,,,,,,,,,,,,,1960548.03,VA,2,0,D,0.0,0.0,142548.0,0.0,0,142548.0
H2VA02049,2014,,,,,,,,,,,,,213.83,,,,,,,,,,
H2VA04052,2008,,,,,,,,,,,,,892034.05,VA,4,1,R,0.0,0.0,199075.0,0.0,1,199075.0
H2VA04052,2010,,,,,,,,,,,,,586844.7,VA,4,1,REP,0.0,0.0,123659.0,0.0,1,123659.0
H2VA04052,2012,,,,,,,,,,,,,1100747.64,VA,4,1,R,26879.0,0.0,199292.0,0.0,1,226171.0
H2VA04094,2012,,,,,,,,,,,,,48295.74,VA,4,0,R,3081.0,0.0,0.0,0.0,0,3081.0
H2VA04102,2014,,,,,,,,,,,,,250.0,,,,,,,,,,
H2VA06115,2004,,,,,,,,,,,,,482082.99,VA,6,1,R,0.0,0.0,206560.0,0.0,1,206560.0
H2VA06115,2006,,,,,,,,,,,,,635975.93,VA,6,1,REP,0.0,0.0,153187.0,0.0,1,153187.0
H2VA06115,2010,,,,,,,,,,,,,678417.16,VA,6,1,REP,0.0,0.0,127487.0,0.0,1,127487.0
H2VA06115,2012,,,,,,,,,,,,,1490690.42,VA,6,1,R,21808.0,0.0,211278.0,0.0,1,233086.0
H2VA07113,2012,,,,,,,,,,,,,800460.93,VA,7,0,D,0.0,0.0,158012.0,0.0,0,158012.0
H2VA07113,2014,,,,,,,,,,,,,25342.38,,,,,,,,,,
H2VA09010,2004,,,,,,,,,,,,,1506221.79,VA,9,1,D,0.0,0.0,150039.0,0.0,1,150039.0
H2VA09010,2006,,,,,,,,,,,,,977562.86,VA,9,1,DEM,0.0,0.0,129705.0,0.0,1,129705.0
H2VA09010,2008,,,,,,,,,,,,,860637.39,VA,9,1,D,0.0,0.0,207306.0,0.0,1,207306.0
H2VA09010,2010,,,,,,,,,,,,,3160258.98,VA,9,1,DEM,0.0,0.0,86743.0,0.0,1,86743.0
H2VA09010,2012,,,,,,,,,,,,,120207.12,,,,,,,,,,
H2VA09010,2014,,,,,,,,,,,,,37284.76,,,,,,,,,,
H2VA10117,2012,,,,,,,,,,,,,1095520.39,VA,5,0,D,0.0,0.0,149214.0,0.0,0,149214.0
H2VA10117,2014,,,,,,,,,,,,,2702.75,,,,,,,,,,
H2VA10125,2012,,,,,,,,,,,,,272976.19,VA,10,0,D,0.0,0.0,142024.0,0.0,0,142024.0
H2VA10125,2014,,,,,,,,,,,,,2716.86,,,,,,,,,,
H2VA11149,2012,,,,,,,,,,,,,522708.6,VA,11,0,R,11600.0,0.0,117902.0,0.0,0,129502.0
H2VA11149,2014,,,,,,,,,,,,,3600.66,,,,,,,,,,
H2VT00086,2004,,,,,,,,,,,,,686633.53,VT,0,0,R,12660.0,0.0,74271.0,0.0,0,86931.0
H2VT00086,2006,,,,,,,,,,,,,1606668.21,,,,,,,,,,
H2VT00086,2008,,,,,,,,,,,,,29852.0,,,,,,,,,,
H2VT00110,2014,,,,,,,,,,,,,3810.29,VT,0,0,R,4340.0,0.0,59432.0,0.0,0,63772.0
H2WA01179,2012,,,,,,,,,,,,,147580.54,WA,01 -,0,D,10279.0,0.0,0.0,0.0,0,10279.0
H2WA04041,2004,,,,,,,,,,,,,416914.33,WA,4,1,R,65213.0,0.0,154627.0,0.0,1,219840.0
H2WA04041,2006,,,,,,,,,,,,,377274.64,WA,4,1,REP,54968.0,0.0,115246.0,0.0,1,170214.0
H2WA04041,2008,,,,,,,,,,,,,452117.49,WA,4,1,R,93241.0,0.0,169940.0,0.0,1,263181.0
H2WA04041,2010,,,,,,,,,,,,,530802.76,WA,4,1,REP,82909.0,0.0,156726.0,0.0,1,239635.0
H2WA04041,2012,,,,,,,,,,,,,717032.95,WA,4,1,R,60774.0,0.0,154749.0,0.0,1,215523.0
H2WA04090,2004,,,,,,,,,,,,,517409.65,WA,1,1,D,89168.0,0.0,204121.0,0.0,1,293289.0
H2WA04090,2006,,,,,,,,,,,,,424621.86,WA,1,1,DEM,75644.0,0.0,163832.0,0.0,1,239476.0
H2WA04090,2008,,,,,,,,,,,,,400234.96,WA,1,1,D,104342.0,0.0,233780.0,0.0,1,338122.0
H2WA04090,2010,,,,,,,,,,,,,850312.23,WA,1,1,DEM,90208.0,0.0,172642.0,0.0,1,262850.0
H2WA04090,2012,,,,,,,,,,,,,446299.74,,,,,,,,,,
H2WA05071,2014,,,,,,,,,,,,,4978.28,,,,,,,,,,
H2WA06129,2012,,,,,,,,,,,,,1671925.03,WA,6,0,D,86436.0,0.0,186661.0,0.0,1,273097.0
H2WA06129,2014,,,,,,,,,,,,,1078963.19,WA,6,1,D,82552.0,0.0,141265.0,0.0,1,223817.0
H2WA06145,2014,,,,,,,,,,,,,2069.52,,,,,,,,,,
H2WA08158,2012,,,,,,,,,,,,,101884.32,WA,8,0,D,37083.0,0.0,121886.0,0.0,0,158969.0
H2WA08158,2014,,,,,,,,,,,,,4000.0,,,,,,,,,,
H2WA08174,2012,,,,,,,,,,,,,27515.38,WA,8,0,NOP,5269.0,0.0,0.0,0.0,0,5269.0
H2WA09107,2012,,,,,,,,,,,,,16344.3,WA,9,0,FDR,3659.0,0.0,0.0,0.0,0,3659.0
H2WI02124,2012,,,,,,,,,,,,,1019428.41,WI,2,0,D,43171.0,0.0,265422.0,0.0,1,308593.0
H2WI02132,2014,,,,,,,,,,,,,14623.45,,,,,,,,,,
H2WI06059,2012,,,,,,,,,,,,,9642.62,WI,6,0,R,15821.0,0.0,0.0,0.0,0,15821.0
H2WV01029,2004,,,,,,,,,,,,,242690.79,WV,1,1,D,73207.0,0.0,166583.0,0.0,1,239790.0
H2WV01029,2008,,,,,,,,,,,,,687573.04,WV,1,1,D,95674.0,0.0,187734.0,0.0,1,283408.0
H2WV01029,2010,,,,,,,,,,,,,919994.45,WV,1,1,DEM,28500.0,0.0,0.0,0.0,0,28500.0
H2WV01029,2012,,,,,,,,,,,,,11927.14,,,,,,,,,,
H4AL01123,2014,,,,,,,,,,,,,1575490.97,AL,1,1,R,0.0,0.0,103758.0,0.0,1,103758.0
H4AL01156,2014,,,,,,,,,,,,,20320.39,AL,1,0,D,0.0,0.0,48278.0,0.0,0,48278.0
H4AL02063,2006,,,,,,,,,,,,,763.0,AL,2,0,DEM,36058.0,0.0,54450.0,0.0,0,90508.0
H4AL03061,2014,,,,,,,,,,,,,9000.0,AL,3,0,D,0.0,0.0,52816.0,0.0,0,52816.0
H4AL05025,2010,,,,,,,,,,,,,12460.62,,,,,,,,,,
H4AL06072,2014,,,,,,,,,,,,,653353.17,AL,6,0,R,14420.0,0.0,0.0,0.0,0,14420.0
H4AL06098,2014,,,,,,,,,,,,,1665564.81,AL,6,0,R,18655.0,47525.0,135945.0,0.0,1,202125.0
H4AL06106,2014,,,,,,,,,,,,,1397978.72,AL,6,0,R,13130.0,0.0,0.0,0.0,0,13130.0
H4AL06114,2014,,,,,,,,,,,,,65104.55,AL,6,0,R,2397.0,0.0,0.0,0.0,0,2397.0
H4AR01051,2014,,,,,,,,,,,,,271058.77,AR,1,0,D,0.0,0.0,63555.0,0.0,0,63555.0
H4AR02117,2006,,,,,,,,,,,,,8286.53,,,,,,,,,,
H4AR02166,2014,,,,,,,,,,,,,85303.4,AR,2,0,R,11994.0,0.0,0.0,0.0,0,11994.0
H4AR04030,2014,,,,,,,,,,,,,13147.03,,,,,,,,,,
